Unterchaching_mod;;;;;;;;;
bid;footprint_area;use;free_walls;lat;lon;NUTS_0;NUTS_1;NUTS_2;NUTS_3
704;63.852;3;2;48.061;11.618;Germany;Bavaria;Munich;Unterhaching
705;63.918;3;2;48.061;11.618;Germany;Bavaria;Munich;Unterhaching
706;757.320;3;4;48.061;11.620;Germany;Bavaria;Munich;Unterhaching
707;148.569;3;4;48.061;11.619;Germany;Bavaria;Munich;Unterhaching
708;224.837;0;3;48.065;11.613;Germany;Bavaria;Munich;Unterhaching
709;614.825;3;4;48.061;11.624;Germany;Bavaria;Munich;Unterhaching
710;90.567;3;4;48.061;11.623;Germany;Bavaria;Munich;Unterhaching
711;166.790;3;4;48.060;11.623;Germany;Bavaria;Munich;Unterhaching
712;325.760;3;4;48.060;11.623;Germany;Bavaria;Munich;Unterhaching
713;129.656;3;4;48.060;11.623;Germany;Bavaria;Munich;Unterhaching
714;155.448;3;4;48.060;11.620;Germany;Bavaria;Munich;Unterhaching
715;312.988;3;4;48.060;11.620;Germany;Bavaria;Munich;Unterhaching
716;113.353;3;4;48.061;11.620;Germany;Bavaria;Munich;Unterhaching
717;472.255;3;4;48.061;11.621;Germany;Bavaria;Munich;Unterhaching
718;241.592;3;2;48.061;11.621;Germany;Bavaria;Munich;Unterhaching
719;599.298;3;4;48.061;11.620;Germany;Bavaria;Munich;Unterhaching
720;240.141;3;4;48.061;11.620;Germany;Bavaria;Munich;Unterhaching
721;319.541;3;3;48.061;11.622;Germany;Bavaria;Munich;Unterhaching
722;183.838;3;3;48.061;11.622;Germany;Bavaria;Munich;Unterhaching
723;182.961;3;4;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
724;122.487;3;3;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
725;228.372;3;4;48.061;11.626;Germany;Bavaria;Munich;Unterhaching
726;133.195;3;4;48.061;11.627;Germany;Bavaria;Munich;Unterhaching
727;119.112;3;4;48.061;11.627;Germany;Bavaria;Munich;Unterhaching
728;97.893;3;4;48.061;11.627;Germany;Bavaria;Munich;Unterhaching
729;134.204;3;3;48.061;11.626;Germany;Bavaria;Munich;Unterhaching
730;123.598;3;3;48.061;11.626;Germany;Bavaria;Munich;Unterhaching
731;113.310;3;4;48.061;11.626;Germany;Bavaria;Munich;Unterhaching
732;78.599;3;3;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
733;511.662;3;3;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
734;78.586;3;2;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
735;78.537;3;3;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
736;258.293;3;4;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
737;78.537;3;2;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
738;338.851;3;3;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
739;347.220;3;4;48.055;11.621;Germany;Bavaria;Munich;Unterhaching
740;166.808;3;4;48.055;11.620;Germany;Bavaria;Munich;Unterhaching
741;326.644;3;4;48.060;11.621;Germany;Bavaria;Munich;Unterhaching
742;498.172;3;4;48.060;11.621;Germany;Bavaria;Munich;Unterhaching
743;128.576;3;4;48.062;11.621;Germany;Bavaria;Munich;Unterhaching
744;154.721;3;4;48.061;11.621;Germany;Bavaria;Munich;Unterhaching
745;643.256;3;4;48.061;11.622;Germany;Bavaria;Munich;Unterhaching
746;637.488;3;4;48.061;11.623;Germany;Bavaria;Munich;Unterhaching
747;637.417;3;4;48.061;11.624;Germany;Bavaria;Munich;Unterhaching
748;637.462;3;4;48.061;11.625;Germany;Bavaria;Munich;Unterhaching
749;323.134;3;4;48.061;11.624;Germany;Bavaria;Munich;Unterhaching
750;170.866;3;4;48.061;11.625;Germany;Bavaria;Munich;Unterhaching
751;236.304;3;4;48.061;11.625;Germany;Bavaria;Munich;Unterhaching
752;879.635;0;4;48.068;11.620;Germany;Bavaria;Munich;Unterhaching
753;247.231;0;3;48.072;11.617;Germany;Bavaria;Munich;Unterhaching
754;1902.562;3;4;48.069;11.618;Germany;Bavaria;Munich;Unterhaching
755;2636.412;0;4;48.071;11.618;Germany;Bavaria;Munich;Unterhaching
756;188.280;3;3;48.071;11.616;Germany;Bavaria;Munich;Unterhaching
757;189.922;3;3;48.071;11.616;Germany;Bavaria;Munich;Unterhaching
758;51.751;3;4;48.067;11.624;Germany;Bavaria;Munich;Unterhaching
759;2954.185;2;4;48.072;11.615;Germany;Bavaria;Munich;Unterhaching
760;2020.031;2;4;48.072;11.614;Germany;Bavaria;Munich;Unterhaching
761;760.444;0;4;48.062;11.622;Germany;Bavaria;Munich;Unterhaching
762;264.016;0;4;48.076;11.603;Germany;Bavaria;Munich;Unterhaching
763;189.251;3;3;48.077;11.603;Germany;Bavaria;Munich;Unterhaching
764;241.605;3;4;48.077;11.602;Germany;Bavaria;Munich;Unterhaching
765;142.607;3;3;48.077;11.603;Germany;Bavaria;Munich;Unterhaching
766;287.327;3;4;48.077;11.603;Germany;Bavaria;Munich;Unterhaching
767;214.065;3;3;48.058;11.622;Germany;Bavaria;Munich;Unterhaching
768;330.576;0;2;48.062;11.615;Germany;Bavaria;Munich;Unterhaching
769;867.092;2;4;48.072;11.616;Germany;Bavaria;Munich;Unterhaching
770;210.608;3;4;48.073;11.610;Germany;Bavaria;Munich;Unterhaching
771;112.300;3;4;48.074;11.609;Germany;Bavaria;Munich;Unterhaching
772;495.600;3;4;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
773;150.813;3;4;48.068;11.604;Germany;Bavaria;Munich;Unterhaching
774;148.710;3;4;48.069;11.603;Germany;Bavaria;Munich;Unterhaching
775;162.430;3;4;48.069;11.601;Germany;Bavaria;Munich;Unterhaching
776;238.801;3;4;48.070;11.602;Germany;Bavaria;Munich;Unterhaching
777;381.732;3;4;48.070;11.601;Germany;Bavaria;Munich;Unterhaching
778;140.178;3;4;48.069;11.603;Germany;Bavaria;Munich;Unterhaching
779;173.495;3;4;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
780;291.736;3;4;48.069;11.602;Germany;Bavaria;Munich;Unterhaching
781;57.057;3;4;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
782;108.026;3;4;48.071;11.604;Germany;Bavaria;Munich;Unterhaching
783;175.760;3;4;48.071;11.603;Germany;Bavaria;Munich;Unterhaching
784;152.395;3;4;48.071;11.605;Germany;Bavaria;Munich;Unterhaching
785;141.134;3;4;48.069;11.602;Germany;Bavaria;Munich;Unterhaching
786;177.154;3;4;48.070;11.603;Germany;Bavaria;Munich;Unterhaching
787;191.996;3;4;48.069;11.604;Germany;Bavaria;Munich;Unterhaching
788;163.122;3;4;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
789;150.692;3;4;48.068;11.604;Germany;Bavaria;Munich;Unterhaching
790;140.159;3;4;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
791;222.439;3;4;48.069;11.604;Germany;Bavaria;Munich;Unterhaching
792;164.245;3;4;48.069;11.601;Germany;Bavaria;Munich;Unterhaching
793;275.217;3;4;48.069;11.602;Germany;Bavaria;Munich;Unterhaching
794;174.227;3;4;48.070;11.601;Germany;Bavaria;Munich;Unterhaching
795;125.638;3;4;48.070;11.602;Germany;Bavaria;Munich;Unterhaching
796;214.736;3;4;48.069;11.601;Germany;Bavaria;Munich;Unterhaching
797;176.932;3;4;48.069;11.601;Germany;Bavaria;Munich;Unterhaching
798;122.171;3;4;48.069;11.602;Germany;Bavaria;Munich;Unterhaching
799;270.675;3;4;48.069;11.601;Germany;Bavaria;Munich;Unterhaching
800;121.070;3;3;48.071;11.604;Germany;Bavaria;Munich;Unterhaching
801;77.806;3;4;48.070;11.601;Germany;Bavaria;Munich;Unterhaching
802;58.729;3;4;48.070;11.601;Germany;Bavaria;Munich;Unterhaching
803;169.566;3;4;48.069;11.601;Germany;Bavaria;Munich;Unterhaching
804;145.174;3;4;48.070;11.603;Germany;Bavaria;Munich;Unterhaching
805;119.203;3;4;48.070;11.605;Germany;Bavaria;Munich;Unterhaching
806;174.664;3;4;48.070;11.602;Germany;Bavaria;Munich;Unterhaching
807;137.379;3;4;48.071;11.604;Germany;Bavaria;Munich;Unterhaching
808;140.161;3;4;48.069;11.604;Germany;Bavaria;Munich;Unterhaching
809;111.830;3;4;48.071;11.605;Germany;Bavaria;Munich;Unterhaching
810;67.114;3;4;48.070;11.603;Germany;Bavaria;Munich;Unterhaching
811;102.553;3;4;48.071;11.605;Germany;Bavaria;Munich;Unterhaching
812;194.659;3;4;48.070;11.603;Germany;Bavaria;Munich;Unterhaching
813;330.204;3;4;48.069;11.602;Germany;Bavaria;Munich;Unterhaching
814;355.892;3;4;48.071;11.604;Germany;Bavaria;Munich;Unterhaching
815;203.794;3;4;48.069;11.601;Germany;Bavaria;Munich;Unterhaching
816;142.937;3;3;48.070;11.602;Germany;Bavaria;Munich;Unterhaching
817;157.932;3;4;48.074;11.608;Germany;Bavaria;Munich;Unterhaching
818;82.984;3;4;48.074;11.608;Germany;Bavaria;Munich;Unterhaching
819;179.286;3;4;48.075;11.607;Germany;Bavaria;Munich;Unterhaching
820;146.776;3;4;48.074;11.608;Germany;Bavaria;Munich;Unterhaching
821;92.853;3;4;48.073;11.607;Germany;Bavaria;Munich;Unterhaching
822;205.560;3;4;48.074;11.608;Germany;Bavaria;Munich;Unterhaching
823;350.124;3;4;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
824;194.816;3;4;48.074;11.608;Germany;Bavaria;Munich;Unterhaching
825;256.789;3;4;48.073;11.607;Germany;Bavaria;Munich;Unterhaching
826;152.005;3;4;48.073;11.607;Germany;Bavaria;Munich;Unterhaching
827;87.863;3;4;48.075;11.607;Germany;Bavaria;Munich;Unterhaching
828;118.458;3;4;48.076;11.608;Germany;Bavaria;Munich;Unterhaching
829;231.498;3;4;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
830;188.288;3;4;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
831;477.842;3;4;48.070;11.615;Germany;Bavaria;Munich;Unterhaching
832;91.946;3;4;48.065;11.627;Germany;Bavaria;Munich;Unterhaching
833;186.434;3;3;48.077;11.609;Germany;Bavaria;Munich;Unterhaching
834;77.802;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
835;250.010;3;3;48.078;11.609;Germany;Bavaria;Munich;Unterhaching
836;249.754;3;3;48.079;11.609;Germany;Bavaria;Munich;Unterhaching
837;189.790;3;3;48.076;11.610;Germany;Bavaria;Munich;Unterhaching
838;186.520;3;2;48.077;11.609;Germany;Bavaria;Munich;Unterhaching
839;77.802;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
840;249.913;3;3;48.078;11.608;Germany;Bavaria;Munich;Unterhaching
841;186.434;3;3;48.077;11.609;Germany;Bavaria;Munich;Unterhaching
842;77.802;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
843;201.452;3;3;48.076;11.610;Germany;Bavaria;Munich;Unterhaching
844;207.312;3;3;48.078;11.608;Germany;Bavaria;Munich;Unterhaching
845;207.256;3;3;48.078;11.608;Germany;Bavaria;Munich;Unterhaching
846;189.787;3;3;48.076;11.609;Germany;Bavaria;Munich;Unterhaching
847;77.731;3;3;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
848;249.994;3;2;48.078;11.609;Germany;Bavaria;Munich;Unterhaching
849;77.746;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
850;249.769;3;3;48.079;11.608;Germany;Bavaria;Munich;Unterhaching
851;201.361;3;2;48.076;11.610;Germany;Bavaria;Munich;Unterhaching
852;189.745;3;2;48.076;11.610;Germany;Bavaria;Munich;Unterhaching
853;77.746;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
854;77.731;3;3;48.078;11.608;Germany;Bavaria;Munich;Unterhaching
855;249.795;3;2;48.079;11.609;Germany;Bavaria;Munich;Unterhaching
856;200.414;3;3;48.076;11.610;Germany;Bavaria;Munich;Unterhaching
857;284.439;3;4;48.073;11.608;Germany;Bavaria;Munich;Unterhaching
858;163.195;3;4;48.073;11.608;Germany;Bavaria;Munich;Unterhaching
859;257.119;3;4;48.072;11.609;Germany;Bavaria;Munich;Unterhaching
860;587.595;3;4;48.073;11.608;Germany;Bavaria;Munich;Unterhaching
861;134.160;3;4;48.073;11.608;Germany;Bavaria;Munich;Unterhaching
862;69.426;3;4;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
863;69.339;3;3;48.063;11.628;Germany;Bavaria;Munich;Unterhaching
864;92.916;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
865;69.460;3;3;48.063;11.628;Germany;Bavaria;Munich;Unterhaching
866;80.703;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
867;78.190;3;3;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
868;92.887;3;3;48.062;11.629;Germany;Bavaria;Munich;Unterhaching
869;77.917;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
870;97.361;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
871;69.385;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
872;69.385;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
873;97.409;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
874;59.965;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
875;83.580;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
876;81.064;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
877;78.200;3;2;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
878;83.507;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
879;90.472;3;3;48.062;11.629;Germany;Bavaria;Munich;Unterhaching
880;97.361;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
881;97.361;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
882;90.620;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
883;69.419;3;3;48.063;11.628;Germany;Bavaria;Munich;Unterhaching
884;97.361;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
885;97.361;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
886;116.735;3;4;48.061;11.627;Germany;Bavaria;Munich;Unterhaching
887;61.175;3;4;48.061;11.629;Germany;Bavaria;Munich;Unterhaching
888;78.011;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
889;69.385;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
890;69.431;3;3;48.063;11.628;Germany;Bavaria;Munich;Unterhaching
891;69.385;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
892;59.414;3;3;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
893;68.041;3;3;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
894;62.688;3;2;48.060;11.629;Germany;Bavaria;Munich;Unterhaching
895;78.327;3;3;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
896;286.789;3;3;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
897;75.472;3;3;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
898;72.459;3;3;48.063;11.626;Germany;Bavaria;Munich;Unterhaching
899;63.963;3;2;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
900;78.327;3;2;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
901;64.470;3;2;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
902;63.923;3;2;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
903;98.263;3;3;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
904;67.115;3;2;48.063;11.626;Germany;Bavaria;Munich;Unterhaching
905;62.623;3;3;48.063;11.627;Germany;Bavaria;Munich;Unterhaching
906;62.655;3;2;48.063;11.626;Germany;Bavaria;Munich;Unterhaching
907;64.491;3;2;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
908;290.645;3;3;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
909;72.460;3;3;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
910;75.503;3;3;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
911;64.007;3;3;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
912;60.399;3;2;48.063;11.626;Germany;Bavaria;Munich;Unterhaching
913;78.259;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
914;63.963;3;3;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
915;85.127;3;3;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
916;66.488;3;2;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
917;64.421;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
918;85.153;3;3;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
919;98.229;3;3;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
920;75.545;3;3;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
921;286.873;3;3;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
922;75.503;3;3;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
923;66.520;3;3;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
924;78.327;3;2;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
925;63.995;3;2;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
926;78.327;3;2;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
927;95.748;3;3;48.063;11.626;Germany;Bavaria;Munich;Unterhaching
928;63.896;3;2;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
929;67.564;3;3;48.063;11.626;Germany;Bavaria;Munich;Unterhaching
930;66.488;3;3;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
931;64.491;3;3;48.062;11.628;Germany;Bavaria;Munich;Unterhaching
932;62.651;3;3;48.063;11.626;Germany;Bavaria;Munich;Unterhaching
933;290.640;3;3;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
934;71.579;3;2;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
935;70.646;3;2;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
936;71.608;3;2;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
937;72.567;3;2;48.063;11.626;Germany;Bavaria;Munich;Unterhaching
938;71.802;3;2;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
939;71.802;3;2;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
940;65.240;3;2;48.062;11.626;Germany;Bavaria;Munich;Unterhaching
941;72.615;3;2;48.063;11.626;Germany;Bavaria;Munich;Unterhaching
942;229.792;3;3;48.061;11.629;Germany;Bavaria;Munich;Unterhaching
943;144.464;3;3;48.064;11.629;Germany;Bavaria;Munich;Unterhaching
944;57.564;3;2;48.061;11.629;Germany;Bavaria;Munich;Unterhaching
945;172.799;3;3;48.071;11.608;Germany;Bavaria;Munich;Unterhaching
946;166.119;3;4;48.072;11.607;Germany;Bavaria;Munich;Unterhaching
947;172.799;3;3;48.071;11.607;Germany;Bavaria;Munich;Unterhaching
948;171.036;3;3;48.071;11.607;Germany;Bavaria;Munich;Unterhaching
949;169.280;3;3;48.071;11.607;Germany;Bavaria;Munich;Unterhaching
950;176.817;3;3;48.072;11.607;Germany;Bavaria;Munich;Unterhaching
951;201.471;3;3;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
952;167.982;3;3;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
953;178.379;3;3;48.072;11.607;Germany;Bavaria;Munich;Unterhaching
954;192.826;3;2;48.072;11.607;Germany;Bavaria;Munich;Unterhaching
955;193.901;3;3;48.072;11.607;Germany;Bavaria;Munich;Unterhaching
956;194.655;3;3;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
957;137.174;3;4;48.078;11.604;Germany;Bavaria;Munich;Unterhaching
958;235.430;3;4;48.078;11.604;Germany;Bavaria;Munich;Unterhaching
959;170.862;3;2;48.078;11.605;Germany;Bavaria;Munich;Unterhaching
960;133.589;3;4;48.078;11.604;Germany;Bavaria;Munich;Unterhaching
961;219.774;3;4;48.078;11.604;Germany;Bavaria;Munich;Unterhaching
962;123.674;3;4;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
963;274.976;3;4;48.078;11.604;Germany;Bavaria;Munich;Unterhaching
964;63.402;3;4;48.078;11.605;Germany;Bavaria;Munich;Unterhaching
965;209.674;3;4;48.077;11.605;Germany;Bavaria;Munich;Unterhaching
966;172.200;3;3;48.078;11.605;Germany;Bavaria;Munich;Unterhaching
967;82.199;3;4;48.081;11.603;Germany;Bavaria;Munich;Unterhaching
968;137.902;3;4;48.078;11.604;Germany;Bavaria;Munich;Unterhaching
969;180.440;3;2;48.079;11.605;Germany;Bavaria;Munich;Unterhaching
970;80.620;3;4;48.078;11.604;Germany;Bavaria;Munich;Unterhaching
971;168.509;3;3;48.079;11.605;Germany;Bavaria;Munich;Unterhaching
972;107.699;3;4;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
973;116.744;3;4;48.079;11.604;Germany;Bavaria;Munich;Unterhaching
974;182.032;3;4;48.075;11.609;Germany;Bavaria;Munich;Unterhaching
975;89.603;3;4;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
976;69.504;3;4;48.075;11.609;Germany;Bavaria;Munich;Unterhaching
977;139.013;3;4;48.076;11.606;Germany;Bavaria;Munich;Unterhaching
978;122.438;3;4;48.076;11.609;Germany;Bavaria;Munich;Unterhaching
979;137.931;3;4;48.075;11.609;Germany;Bavaria;Munich;Unterhaching
980;133.825;3;4;48.075;11.609;Germany;Bavaria;Munich;Unterhaching
981;213.309;3;4;48.076;11.609;Germany;Bavaria;Munich;Unterhaching
982;148.204;3;3;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
983;144.241;3;4;48.076;11.609;Germany;Bavaria;Munich;Unterhaching
984;102.694;3;4;48.076;11.606;Germany;Bavaria;Munich;Unterhaching
985;143.793;3;4;48.076;11.606;Germany;Bavaria;Munich;Unterhaching
986;90.882;3;4;48.076;11.606;Germany;Bavaria;Munich;Unterhaching
987;201.863;3;4;48.077;11.605;Germany;Bavaria;Munich;Unterhaching
988;313.251;3;4;48.077;11.605;Germany;Bavaria;Munich;Unterhaching
989;86.119;3;4;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
990;128.226;3;4;48.076;11.608;Germany;Bavaria;Munich;Unterhaching
991;117.337;3;4;48.076;11.606;Germany;Bavaria;Munich;Unterhaching
992;223.015;3;4;48.076;11.608;Germany;Bavaria;Munich;Unterhaching
993;208.935;3;4;48.076;11.605;Germany;Bavaria;Munich;Unterhaching
994;155.952;3;4;48.077;11.605;Germany;Bavaria;Munich;Unterhaching
995;130.943;3;4;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
996;253.948;3;4;48.077;11.605;Germany;Bavaria;Munich;Unterhaching
997;101.479;3;4;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
998;387.290;3;4;48.076;11.603;Germany;Bavaria;Munich;Unterhaching
999;82.695;3;4;48.077;11.603;Germany;Bavaria;Munich;Unterhaching
1000;80.070;3;4;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1001;638.915;3;4;48.076;11.604;Germany;Bavaria;Munich;Unterhaching
1002;171.452;3;4;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
1003;342.860;3;4;48.076;11.604;Germany;Bavaria;Munich;Unterhaching
1004;171.961;3;4;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
1005;185.642;3;4;48.077;11.603;Germany;Bavaria;Munich;Unterhaching
1006;124.333;3;4;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
1007;213.905;3;4;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
1008;457.244;2;4;48.074;11.605;Germany;Bavaria;Munich;Unterhaching
1009;142.863;3;4;48.075;11.603;Germany;Bavaria;Munich;Unterhaching
1010;362.554;3;4;48.075;11.604;Germany;Bavaria;Munich;Unterhaching
1011;141.537;3;4;48.075;11.604;Germany;Bavaria;Munich;Unterhaching
1012;220.712;3;4;48.074;11.605;Germany;Bavaria;Munich;Unterhaching
1013;238.584;0;3;48.074;11.604;Germany;Bavaria;Munich;Unterhaching
1014;228.431;0;4;48.075;11.604;Germany;Bavaria;Munich;Unterhaching
1015;105.949;3;4;48.076;11.605;Germany;Bavaria;Munich;Unterhaching
1016;271.211;3;4;48.075;11.604;Germany;Bavaria;Munich;Unterhaching
1017;76.036;3;4;48.075;11.605;Germany;Bavaria;Munich;Unterhaching
1018;218.440;3;4;48.075;11.604;Germany;Bavaria;Munich;Unterhaching
1019;226.857;0;4;48.074;11.604;Germany;Bavaria;Munich;Unterhaching
1020;222.409;3;4;48.075;11.604;Germany;Bavaria;Munich;Unterhaching
1021;160.796;3;3;48.078;11.605;Germany;Bavaria;Munich;Unterhaching
1022;161.516;3;3;48.078;11.605;Germany;Bavaria;Munich;Unterhaching
1023;221.251;3;2;48.078;11.605;Germany;Bavaria;Munich;Unterhaching
1024;252.105;3;3;48.078;11.606;Germany;Bavaria;Munich;Unterhaching
1025;160.342;3;2;48.078;11.605;Germany;Bavaria;Munich;Unterhaching
1026;238.281;3;3;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1027;245.188;3;3;48.078;11.605;Germany;Bavaria;Munich;Unterhaching
1028;233.074;3;2;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1029;236.924;3;3;48.077;11.605;Germany;Bavaria;Munich;Unterhaching
1030;237.391;3;2;48.076;11.606;Germany;Bavaria;Munich;Unterhaching
1031;243.125;3;3;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1032;161.471;3;3;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1033;167.988;3;2;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1034;166.068;3;3;48.076;11.607;Germany;Bavaria;Munich;Unterhaching
1035;238.962;3;3;48.076;11.607;Germany;Bavaria;Munich;Unterhaching
1036;170.090;3;3;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1037;167.797;3;2;48.076;11.606;Germany;Bavaria;Munich;Unterhaching
1038;232.147;3;2;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1039;235.165;3;3;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1040;238.704;3;2;48.076;11.606;Germany;Bavaria;Munich;Unterhaching
1041;239.498;3;3;48.076;11.606;Germany;Bavaria;Munich;Unterhaching
1042;179.576;3;3;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1043;168.578;3;2;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1044;168.553;3;3;48.076;11.606;Germany;Bavaria;Munich;Unterhaching
1045;162.192;3;3;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1046;167.102;3;2;48.077;11.606;Germany;Bavaria;Munich;Unterhaching
1047;172.925;3;2;48.076;11.606;Germany;Bavaria;Munich;Unterhaching
1048;163.639;3;2;48.076;11.607;Germany;Bavaria;Munich;Unterhaching
1049;155.646;3;4;48.073;11.608;Germany;Bavaria;Munich;Unterhaching
1050;68.557;3;4;48.074;11.608;Germany;Bavaria;Munich;Unterhaching
1051;444.894;0;3;48.072;11.606;Germany;Bavaria;Munich;Unterhaching
1052;117.949;3;4;48.073;11.608;Germany;Bavaria;Munich;Unterhaching
1053;188.872;3;4;48.073;11.608;Germany;Bavaria;Munich;Unterhaching
1054;179.476;3;4;48.072;11.607;Germany;Bavaria;Munich;Unterhaching
1055;226.734;3;4;48.072;11.607;Germany;Bavaria;Munich;Unterhaching
1056;265.934;2;3;48.073;11.606;Germany;Bavaria;Munich;Unterhaching
1057;120.431;3;4;48.073;11.608;Germany;Bavaria;Munich;Unterhaching
1058;244.430;3;4;48.073;11.608;Germany;Bavaria;Munich;Unterhaching
