Unterchaching_mod;;;;;;;;;
bid;footprint_area;use;free_walls;lat;lon;NUTS_0;NUTS_1;NUTS_2;NUTS_3
1407;127.596;3;4;48.073;11.602;Germany;Bavaria;Munich;Unterhaching
1408;84.973;3;4;48.071;11.601;Germany;Bavaria;Munich;Unterhaching
1409;119.779;3;4;48.072;11.601;Germany;Bavaria;Munich;Unterhaching
1410;277.958;3;3;48.071;11.601;Germany;Bavaria;Munich;Unterhaching
1411;149.676;3;2;48.071;11.601;Germany;Bavaria;Munich;Unterhaching
1412;144.245;3;4;48.073;11.603;Germany;Bavaria;Munich;Unterhaching
1413;100.180;3;4;48.073;11.602;Germany;Bavaria;Munich;Unterhaching
1414;70.649;3;4;48.074;11.602;Germany;Bavaria;Munich;Unterhaching
1415;134.806;3;4;48.074;11.602;Germany;Bavaria;Munich;Unterhaching
1416;118.972;3;4;48.074;11.603;Germany;Bavaria;Munich;Unterhaching
1417;231.408;3;4;48.073;11.602;Germany;Bavaria;Munich;Unterhaching
1418;97.599;3;4;48.073;11.605;Germany;Bavaria;Munich;Unterhaching
1419;104.737;3;3;48.074;11.603;Germany;Bavaria;Munich;Unterhaching
1420;164.054;3;4;48.073;11.604;Germany;Bavaria;Munich;Unterhaching
1421;288.931;3;4;48.073;11.604;Germany;Bavaria;Munich;Unterhaching
1422;230.583;0;4;48.074;11.604;Germany;Bavaria;Munich;Unterhaching
1423;104.854;3;3;48.074;11.603;Germany;Bavaria;Munich;Unterhaching
1424;166.024;3;4;48.073;11.604;Germany;Bavaria;Munich;Unterhaching
1425;254.175;3;3;48.074;11.604;Germany;Bavaria;Munich;Unterhaching
1426;206.012;3;4;48.073;11.604;Germany;Bavaria;Munich;Unterhaching
1427;104.759;3;2;48.074;11.603;Germany;Bavaria;Munich;Unterhaching
1428;254.175;3;3;48.074;11.604;Germany;Bavaria;Munich;Unterhaching
1429;127.861;3;4;48.074;11.603;Germany;Bavaria;Munich;Unterhaching
1430;84.577;3;4;48.074;11.604;Germany;Bavaria;Munich;Unterhaching
1431;136.897;3;4;48.074;11.604;Germany;Bavaria;Munich;Unterhaching
1432;143.324;3;2;48.073;11.604;Germany;Bavaria;Munich;Unterhaching
1433;403.348;3;4;48.073;11.605;Germany;Bavaria;Munich;Unterhaching
1434;110.056;3;4;48.073;11.605;Germany;Bavaria;Munich;Unterhaching
1435;338.775;3;3;48.073;11.604;Germany;Bavaria;Munich;Unterhaching
1436;433.047;3;2;48.073;11.604;Germany;Bavaria;Munich;Unterhaching
1437;107.747;3;4;48.073;11.605;Germany;Bavaria;Munich;Unterhaching
1438;89.913;3;3;48.076;11.605;Germany;Bavaria;Munich;Unterhaching
1439;89.909;3;3;48.076;11.605;Germany;Bavaria;Munich;Unterhaching
1440;182.252;3;3;48.079;11.605;Germany;Bavaria;Munich;Unterhaching
1441;182.219;3;2;48.079;11.605;Germany;Bavaria;Munich;Unterhaching
1442;182.252;3;2;48.079;11.605;Germany;Bavaria;Munich;Unterhaching
1443;182.252;3;2;48.079;11.605;Germany;Bavaria;Munich;Unterhaching
1444;182.219;3;2;48.079;11.605;Germany;Bavaria;Munich;Unterhaching
1445;182.212;3;3;48.079;11.606;Germany;Bavaria;Munich;Unterhaching
1446;175.583;3;3;48.079;11.606;Germany;Bavaria;Munich;Unterhaching
1447;175.583;3;2;48.079;11.606;Germany;Bavaria;Munich;Unterhaching
1448;175.583;3;2;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1449;175.494;3;2;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1450;175.671;3;2;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1451;175.494;3;3;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1452;214.832;3;3;48.076;11.605;Germany;Bavaria;Munich;Unterhaching
1453;80.774;3;3;48.075;11.605;Germany;Bavaria;Munich;Unterhaching
1454;212.898;3;3;48.077;11.605;Germany;Bavaria;Munich;Unterhaching
1455;81.369;3;3;48.076;11.605;Germany;Bavaria;Munich;Unterhaching
1456;82.843;3;2;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
1457;82.724;3;3;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
1458;96.391;3;3;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
1459;96.255;3;3;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
1460;95.843;3;3;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
1461;95.843;3;3;48.075;11.608;Germany;Bavaria;Munich;Unterhaching
1462;65.280;3;3;48.075;11.609;Germany;Bavaria;Munich;Unterhaching
1463;65.229;3;3;48.075;11.609;Germany;Bavaria;Munich;Unterhaching
1464;127.278;3;4;48.075;11.604;Germany;Bavaria;Munich;Unterhaching
1465;145.072;3;4;48.072;11.602;Germany;Bavaria;Munich;Unterhaching
1466;254.499;3;4;48.071;11.602;Germany;Bavaria;Munich;Unterhaching
1467;108.823;3;4;48.072;11.602;Germany;Bavaria;Munich;Unterhaching
1468;120.703;3;4;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
1469;175.010;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1470;143.938;3;4;48.071;11.602;Germany;Bavaria;Munich;Unterhaching
1471;88.105;3;4;48.073;11.603;Germany;Bavaria;Munich;Unterhaching
1472;148.813;3;4;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
1473;124.028;3;4;48.073;11.603;Germany;Bavaria;Munich;Unterhaching
1474;105.576;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1475;77.535;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1476;121.812;3;4;48.072;11.602;Germany;Bavaria;Munich;Unterhaching
1477;77.588;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1478;151.277;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1479;158.628;3;4;48.072;11.602;Germany;Bavaria;Munich;Unterhaching
1480;96.635;3;4;48.073;11.602;Germany;Bavaria;Munich;Unterhaching
1481;164.710;3;4;48.071;11.602;Germany;Bavaria;Munich;Unterhaching
1482;82.301;3;4;48.073;11.603;Germany;Bavaria;Munich;Unterhaching
1483;75.709;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1484;63.322;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1485;76.803;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1486;59.768;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1487;215.226;3;4;48.073;11.604;Germany;Bavaria;Munich;Unterhaching
1488;137.651;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1489;89.073;3;4;48.073;11.603;Germany;Bavaria;Munich;Unterhaching
1490;90.954;3;4;48.073;11.603;Germany;Bavaria;Munich;Unterhaching
1491;179.105;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1492;88.667;3;4;48.072;11.602;Germany;Bavaria;Munich;Unterhaching
1493;166.147;3;4;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
1494;145.246;3;4;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
1495;144.183;3;4;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
1496;124.251;3;4;48.073;11.603;Germany;Bavaria;Munich;Unterhaching
1497;97.221;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1498;105.442;3;4;48.073;11.602;Germany;Bavaria;Munich;Unterhaching
1499;214.962;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
1500;124.004;3;4;48.069;11.603;Germany;Bavaria;Munich;Unterhaching
1501;108.585;3;4;48.070;11.603;Germany;Bavaria;Munich;Unterhaching
1502;295.765;3;4;48.069;11.600;Germany;Bavaria;Munich;Unterhaching
1503;54.638;3;4;48.069;11.603;Germany;Bavaria;Munich;Unterhaching
1504;328.149;3;4;48.070;11.603;Germany;Bavaria;Munich;Unterhaching
1505;294.028;3;4;48.070;11.600;Germany;Bavaria;Munich;Unterhaching
1506;357.589;3;4;48.069;11.600;Germany;Bavaria;Munich;Unterhaching
1507;102.333;3;4;48.069;11.600;Germany;Bavaria;Munich;Unterhaching
1508;216.933;3;4;48.069;11.601;Germany;Bavaria;Munich;Unterhaching
1509;177.641;3;4;48.069;11.601;Germany;Bavaria;Munich;Unterhaching
1510;82.537;3;3;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
1511;82.627;3;2;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
1512;82.655;3;2;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
1513;82.627;3;3;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
1514;82.533;3;2;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
1515;82.537;3;2;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
1516;82.532;3;2;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
1517;82.654;3;2;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
1518;82.655;3;2;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
1519;55.178;3;3;48.070;11.605;Germany;Bavaria;Munich;Unterhaching
1520;61.817;3;2;48.070;11.606;Germany;Bavaria;Munich;Unterhaching
1521;61.817;3;3;48.070;11.606;Germany;Bavaria;Munich;Unterhaching
1522;66.921;3;3;48.070;11.606;Germany;Bavaria;Munich;Unterhaching
1523;66.866;3;3;48.070;11.606;Germany;Bavaria;Munich;Unterhaching
1524;61.817;3;3;48.070;11.606;Germany;Bavaria;Munich;Unterhaching
1525;61.836;3;2;48.070;11.606;Germany;Bavaria;Munich;Unterhaching
1526;269.415;3;3;48.081;11.606;Germany;Bavaria;Munich;Unterhaching
1527;269.643;3;3;48.081;11.606;Germany;Bavaria;Munich;Unterhaching
1528;282.913;3;3;48.082;11.605;Germany;Bavaria;Munich;Unterhaching
1529;283.022;3;3;48.081;11.606;Germany;Bavaria;Munich;Unterhaching
1530;282.896;3;3;48.081;11.606;Germany;Bavaria;Munich;Unterhaching
1531;200.953;3;3;48.082;11.606;Germany;Bavaria;Munich;Unterhaching
1532;200.952;3;2;48.082;11.606;Germany;Bavaria;Munich;Unterhaching
1533;200.894;3;3;48.082;11.606;Germany;Bavaria;Munich;Unterhaching
1534;212.250;3;3;48.082;11.607;Germany;Bavaria;Munich;Unterhaching
1535;212.295;3;2;48.082;11.607;Germany;Bavaria;Munich;Unterhaching
1536;212.250;3;3;48.082;11.606;Germany;Bavaria;Munich;Unterhaching
1537;282.822;3;3;48.082;11.606;Germany;Bavaria;Munich;Unterhaching
1538;216.912;3;3;48.079;11.608;Germany;Bavaria;Munich;Unterhaching
1539;217.701;3;3;48.079;11.608;Germany;Bavaria;Munich;Unterhaching
1540;268.245;3;3;48.079;11.608;Germany;Bavaria;Munich;Unterhaching
1541;268.442;3;2;48.079;11.608;Germany;Bavaria;Munich;Unterhaching
1542;268.541;3;3;48.079;11.608;Germany;Bavaria;Munich;Unterhaching
1543;243.550;3;4;48.074;11.608;Germany;Bavaria;Munich;Unterhaching
1544;190.884;3;3;48.075;11.609;Germany;Bavaria;Munich;Unterhaching
1545;190.884;3;2;48.075;11.610;Germany;Bavaria;Munich;Unterhaching
1546;190.921;3;2;48.075;11.610;Germany;Bavaria;Munich;Unterhaching
1547;189.065;3;3;48.075;11.610;Germany;Bavaria;Munich;Unterhaching
1548;243.797;3;3;48.074;11.609;Germany;Bavaria;Munich;Unterhaching
1549;228.766;3;2;48.074;11.609;Germany;Bavaria;Munich;Unterhaching
1550;177.608;3;2;48.074;11.610;Germany;Bavaria;Munich;Unterhaching
1551;220.239;3;3;48.074;11.610;Germany;Bavaria;Munich;Unterhaching
1552;644.917;2;4;48.075;11.609;Germany;Bavaria;Munich;Unterhaching
1553;244.732;3;3;48.075;11.610;Germany;Bavaria;Munich;Unterhaching
1554;170.287;3;3;48.075;11.610;Germany;Bavaria;Munich;Unterhaching
1555;92.018;3;2;48.071;11.608;Germany;Bavaria;Munich;Unterhaching
1556;90.588;3;2;48.071;11.608;Germany;Bavaria;Munich;Unterhaching
1557;89.767;3;2;48.071;11.608;Germany;Bavaria;Munich;Unterhaching
1558;91.490;3;2;48.071;11.609;Germany;Bavaria;Munich;Unterhaching
1559;204.163;3;3;48.073;11.606;Germany;Bavaria;Munich;Unterhaching
1560;95.185;3;3;48.071;11.608;Germany;Bavaria;Munich;Unterhaching
1561;96.324;3;3;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1562;84.923;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1563;95.011;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1564;88.792;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1565;101.792;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1566;89.600;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1567;95.400;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1568;92.693;3;2;48.072;11.609;Germany;Bavaria;Munich;Unterhaching
1569;95.998;3;3;48.072;11.609;Germany;Bavaria;Munich;Unterhaching
1570;92.068;3;3;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1571;93.974;3;2;48.071;11.608;Germany;Bavaria;Munich;Unterhaching
1572;89.990;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1573;101.177;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1574;101.005;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1575;82.687;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1576;96.700;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1577;221.837;3;2;48.073;11.606;Germany;Bavaria;Munich;Unterhaching
1578;219.899;3;2;48.073;11.606;Germany;Bavaria;Munich;Unterhaching
1579;88.436;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1580;100.441;3;3;48.072;11.609;Germany;Bavaria;Munich;Unterhaching
1581;98.472;3;3;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1582;94.478;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1583;84.950;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1584;97.301;3;2;48.071;11.608;Germany;Bavaria;Munich;Unterhaching
1585;99.409;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1586;86.420;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1587;92.905;3;2;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1588;106.475;3;3;48.072;11.608;Germany;Bavaria;Munich;Unterhaching
1589;91.540;3;2;48.071;11.608;Germany;Bavaria;Munich;Unterhaching
1590;86.696;3;3;48.071;11.609;Germany;Bavaria;Munich;Unterhaching
1591;250.753;3;2;48.067;11.610;Germany;Bavaria;Munich;Unterhaching
1592;353.891;3;3;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1593;332.927;3;3;48.067;11.610;Germany;Bavaria;Munich;Unterhaching
1594;248.545;3;2;48.067;11.610;Germany;Bavaria;Munich;Unterhaching
1595;227.078;3;2;48.067;11.610;Germany;Bavaria;Munich;Unterhaching
1596;187.964;3;3;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
1597;314.608;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1598;141.722;3;3;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
1599;163.808;3;3;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
1600;243.557;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1601;273.320;3;3;48.065;11.612;Germany;Bavaria;Munich;Unterhaching
1602;243.515;3;3;48.066;11.611;Germany;Bavaria;Munich;Unterhaching
1603;269.732;3;2;48.065;11.612;Germany;Bavaria;Munich;Unterhaching
1604;310.770;3;2;48.065;11.612;Germany;Bavaria;Munich;Unterhaching
1605;221.959;0;2;48.066;11.612;Germany;Bavaria;Munich;Unterhaching
1606;181.293;3;2;48.065;11.612;Germany;Bavaria;Munich;Unterhaching
1607;263.945;0;2;48.066;11.612;Germany;Bavaria;Munich;Unterhaching
1608;247.959;0;2;48.066;11.612;Germany;Bavaria;Munich;Unterhaching
1609;71.962;3;3;48.064;11.612;Germany;Bavaria;Munich;Unterhaching
1610;71.949;3;3;48.064;11.612;Germany;Bavaria;Munich;Unterhaching
1611;80.483;3;3;48.064;11.612;Germany;Bavaria;Munich;Unterhaching
1612;80.511;3;3;48.064;11.612;Germany;Bavaria;Munich;Unterhaching
1613;177.688;0;3;48.069;11.610;Germany;Bavaria;Munich;Unterhaching
1614;138.917;3;3;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1615;124.248;3;4;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1616;91.383;3;3;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1617;111.663;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1618;105.613;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1619;82.094;3;2;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1620;82.250;3;2;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1621;175.348;3;3;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1622;116.987;3;3;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1623;78.917;3;3;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1624;78.841;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1625;78.912;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1626;78.904;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1627;91.432;3;2;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1628;78.842;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1629;78.918;3;3;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1630;114.080;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1631;91.432;3;2;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1632;112.138;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1633;112.158;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1634;80.333;3;2;48.077;11.607;Germany;Bavaria;Munich;Unterhaching
1635;80.126;3;3;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1636;80.126;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1637;80.264;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1638;80.173;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1639;80.173;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1640;80.323;3;3;48.077;11.607;Germany;Bavaria;Munich;Unterhaching
1641;80.173;3;3;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1642;80.381;3;3;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1643;80.497;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1644;80.371;3;2;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1645;80.371;3;3;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1646;80.160;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1647;80.643;3;3;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1648;79.677;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1649;79.160;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1650;78.727;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1651;78.244;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1652;77.761;3;3;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1653;77.235;3;3;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1654;77.434;3;2;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1655;77.651;3;2;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1656;77.813;3;2;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1657;78.012;3;2;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1658;78.229;3;2;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1659;78.429;3;3;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1660;77.855;3;3;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1661;77.701;3;2;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
1662;77.854;3;2;48.079;11.606;Germany;Bavaria;Munich;Unterhaching
1663;77.729;3;2;48.079;11.606;Germany;Bavaria;Munich;Unterhaching
1664;77.826;3;2;48.079;11.606;Germany;Bavaria;Munich;Unterhaching
1665;77.729;3;3;48.079;11.606;Germany;Bavaria;Munich;Unterhaching
1666;78.954;3;3;48.077;11.608;Germany;Bavaria;Munich;Unterhaching
1667;78.982;3;2;48.077;11.608;Germany;Bavaria;Munich;Unterhaching
1668;78.953;3;3;48.077;11.608;Germany;Bavaria;Munich;Unterhaching
1669;80.371;3;3;48.077;11.607;Germany;Bavaria;Munich;Unterhaching
1670;80.968;3;3;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1671;80.417;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1672;79.906;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1673;79.407;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1674;78.860;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1675;78.311;3;2;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1676;77.798;3;3;48.078;11.607;Germany;Bavaria;Munich;Unterhaching
1677;86.545;3;3;48.077;11.608;Germany;Bavaria;Munich;Unterhaching
1678;86.206;3;2;48.078;11.608;Germany;Bavaria;Munich;Unterhaching
1679;88.111;3;2;48.078;11.608;Germany;Bavaria;Munich;Unterhaching
1680;87.260;3;2;48.078;11.608;Germany;Bavaria;Munich;Unterhaching
1681;87.547;3;2;48.078;11.608;Germany;Bavaria;Munich;Unterhaching
1682;85.866;3;2;48.078;11.608;Germany;Bavaria;Munich;Unterhaching
1683;85.614;3;3;48.078;11.608;Germany;Bavaria;Munich;Unterhaching
1684;80.498;3;3;48.071;11.604;Germany;Bavaria;Munich;Unterhaching
1685;101.740;3;3;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1686;76.510;3;2;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1687;84.378;3;3;48.069;11.604;Germany;Bavaria;Munich;Unterhaching
1688;102.775;3;3;48.069;11.604;Germany;Bavaria;Munich;Unterhaching
1689;76.589;3;2;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1690;76.589;3;3;48.070;11.605;Germany;Bavaria;Munich;Unterhaching
1691;84.452;3;3;48.069;11.604;Germany;Bavaria;Munich;Unterhaching
1692;102.847;3;3;48.069;11.604;Germany;Bavaria;Munich;Unterhaching
1693;76.510;3;2;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1694;76.589;3;3;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1695;101.590;3;3;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1696;79.454;3;3;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1697;63.170;3;3;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
1698;63.155;3;3;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
1699;79.544;3;3;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1700;77.388;3;3;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1701;77.388;3;3;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1702;76.510;3;2;48.070;11.605;Germany;Bavaria;Munich;Unterhaching
1703;105.061;3;3;48.071;11.604;Germany;Bavaria;Munich;Unterhaching
1704;105.208;3;3;48.071;11.604;Germany;Bavaria;Munich;Unterhaching
1705;81.812;3;3;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1706;81.812;3;3;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1707;76.589;3;2;48.070;11.605;Germany;Bavaria;Munich;Unterhaching
1708;79.594;3;3;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1709;79.685;3;3;48.070;11.603;Germany;Bavaria;Munich;Unterhaching
1710;76.510;3;2;48.070;11.605;Germany;Bavaria;Munich;Unterhaching
1711;76.589;3;2;48.070;11.604;Germany;Bavaria;Munich;Unterhaching
1712;82.939;3;2;48.066;11.609;Germany;Bavaria;Munich;Unterhaching
1713;199.892;3;3;48.066;11.607;Germany;Bavaria;Munich;Unterhaching
1714;81.940;3;2;48.066;11.608;Germany;Bavaria;Munich;Unterhaching
1715;199.412;3;3;48.066;11.607;Germany;Bavaria;Munich;Unterhaching
1716;83.051;3;2;48.066;11.608;Germany;Bavaria;Munich;Unterhaching
1717;167.066;3;3;48.066;11.607;Germany;Bavaria;Munich;Unterhaching
1718;84.191;3;2;48.066;11.608;Germany;Bavaria;Munich;Unterhaching
1719;166.882;3;3;48.066;11.607;Germany;Bavaria;Munich;Unterhaching
1720;82.981;3;2;48.066;11.608;Germany;Bavaria;Munich;Unterhaching
1721;83.028;3;3;48.066;11.609;Germany;Bavaria;Munich;Unterhaching
1722;83.051;3;3;48.066;11.608;Germany;Bavaria;Munich;Unterhaching
1723;82.491;3;2;48.066;11.609;Germany;Bavaria;Munich;Unterhaching
1724;83.034;3;2;48.066;11.609;Germany;Bavaria;Munich;Unterhaching
1725;83.683;3;2;48.066;11.609;Germany;Bavaria;Munich;Unterhaching
1726;88.297;3;3;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1727;82.374;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1728;83.158;3;3;48.068;11.609;Germany;Bavaria;Munich;Unterhaching
1729;81.425;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1730;81.551;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1731;81.294;3;2;48.068;11.609;Germany;Bavaria;Munich;Unterhaching
1732;88.453;3;2;48.068;11.609;Germany;Bavaria;Munich;Unterhaching
1733;88.435;3;3;48.068;11.609;Germany;Bavaria;Munich;Unterhaching
1734;88.396;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1735;88.381;3;2;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1736;93.731;3;2;48.068;11.609;Germany;Bavaria;Munich;Unterhaching
1737;106.532;3;3;48.067;11.609;Germany;Bavaria;Munich;Unterhaching
1738;83.206;3;2;48.068;11.609;Germany;Bavaria;Munich;Unterhaching
1739;113.821;3;4;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1740;86.417;3;3;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1741;86.398;3;2;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1742;94.068;3;2;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1743;92.904;3;3;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1744;93.981;3;3;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1745;92.763;3;2;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
1746;88.786;3;2;48.068;11.608;Germany;Bavaria;Munich;Unterhaching
1747;88.782;3;2;48.068;11.608;Germany;Bavaria;Munich;Unterhaching
1748;88.805;3;3;48.068;11.608;Germany;Bavaria;Munich;Unterhaching
1749;101.214;3;3;48.064;11.610;Germany;Bavaria;Munich;Unterhaching
1750;101.214;3;2;48.064;11.611;Germany;Bavaria;Munich;Unterhaching
1751;101.247;3;3;48.064;11.611;Germany;Bavaria;Munich;Unterhaching
1752;90.344;3;2;48.063;11.609;Germany;Bavaria;Munich;Unterhaching
1753;90.280;3;2;48.064;11.609;Germany;Bavaria;Munich;Unterhaching
1754;90.181;3;3;48.064;11.609;Germany;Bavaria;Munich;Unterhaching
