Unterchaching_mod;;;;;;;;;;;;;;;;;;;;;;;
bid;footprint_area;use;free_walls;lat;lon;dist_to_heat_source;NUTS_0;NUTS_1;NUTS_2;NUTS_3;year_class;size_class;ref_level_roof;ref_level_wall;ref_level_floor;ref_level_window;floors;area_corr_factor;storey_area;heated_area;dwellings;dwelling_size;occupants
1347;79.189;3;2;48.081;11.604;2763.503;;;;;;;;;;;;;;;;;
1348;79.155;3;2;48.082;11.604;2767.042;;;;;;;;;;;;;;;;;
1349;79.107;3;2;48.082;11.604;2770.593;;;;;;;;;;;;;;;;;
1350;79.189;3;2;48.082;11.604;2774.150;;;;;;;;;;;;;;;;;
1351;79.107;3;3;48.082;11.604;2777.719;;;;;;;;;;;;;;;;;
1352;191.359;3;3;48.070;11.600;1482.460;;;;;;;;;;;;;;;;;
1353;146.235;3;4;48.071;11.600;1576.518;;;;;;;;;;;;;;;;;
1354;92.926;3;2;48.071;11.600;1513.867;;;;;;;;;;;;;;;;;
1355;97.961;3;4;48.071;11.600;1615.087;;;;;;;;;;;;;;;;;
1356;119.116;3;4;48.071;11.600;1558.987;;;;;;;;;;;;;;;;;
1357;191.317;3;3;48.070;11.600;1484.592;;;;;;;;;;;;;;;;;
1358;152.606;3;4;48.071;11.600;1573.723;;;;;;;;;;;;;;;;;
1359;134.471;3;4;48.071;11.600;1559.638;;;;;;;;;;;;;;;;;
1360;94.021;3;4;48.071;11.600;1591.954;;;;;;;;;;;;;;;;;
1361;142.649;3;3;48.071;11.600;1513.834;;;;;;;;;;;;;;;;;
1362;191.263;3;3;48.071;11.600;1515.113;;;;;;;;;;;;;;;;;
1363;259.792;3;4;48.071;11.600;1538.064;;;;;;;;;;;;;;;;;
1364;193.709;3;4;48.074;11.602;1873.265;;;;;;;;;;;;;;;;;
1365;171.682;3;3;48.073;11.602;1851.442;;;;;;;;;;;;;;;;;
1366;171.659;3;3;48.073;11.601;1849.628;;;;;;;;;;;;;;;;;
1367;123.304;3;4;48.072;11.601;1708.425;;;;;;;;;;;;;;;;;
1368;80.109;3;4;48.072;11.601;1690.243;;;;;;;;;;;;;;;;;
1369;130.022;3;4;48.072;11.601;1670.619;;;;;;;;;;;;;;;;;
1370;80.984;3;4;48.072;11.601;1652.948;;;;;;;;;;;;;;;;;
1371;101.477;3;4;48.071;11.600;1613.988;;;;;;;;;;;;;;;;;
1372;114.045;3;4;48.074;11.603;1951.621;;;;;;;;;;;;;;;;;
1373;92.419;3;4;48.074;11.603;1951.405;;;;;;;;;;;;;;;;;
1374;137.166;3;4;48.074;11.603;1935.713;;;;;;;;;;;;;;;;;
1375;143.960;3;4;48.074;11.602;1917.733;;;;;;;;;;;;;;;;;
1376;104.703;3;4;48.074;11.602;1908.211;;;;;;;;;;;;;;;;;
1377;118.591;3;3;48.074;11.602;1891.136;;;;;;;;;;;;;;;;;
1378;118.639;3;3;48.074;11.602;1892.676;;;;;;;;;;;;;;;;;
1379;100.059;3;3;48.070;11.600;1457.512;;;;;;;;;;;;;;;;;
1380;108.271;3;4;48.070;11.600;1431.820;;;;;;;;;;;;;;;;;
1381;100.129;3;3;48.070;11.600;1456.329;;;;;;;;;;;;;;;;;
1382;89.949;3;4;48.070;11.600;1429.382;;;;;;;;;;;;;;;;;
1383;73.646;3;4;48.070;11.600;1441.056;;;;;;;;;;;;;;;;;
1384;281.229;3;4;48.073;11.601;1795.111;;;;;;;;;;;;;;;;;
1385;109.640;3;4;48.072;11.602;1730.793;;;;;;;;;;;;;;;;;
1386;94.498;3;4;48.073;11.602;1791.028;;;;;;;;;;;;;;;;;
1387;133.921;3;4;48.073;11.602;1783.559;;;;;;;;;;;;;;;;;
1388;99.663;3;4;48.072;11.602;1676.026;;;;;;;;;;;;;;;;;
1389;309.472;3;4;48.073;11.601;1750.410;;;;;;;;;;;;;;;;;
1390;132.115;3;4;48.072;11.601;1707.447;;;;;;;;;;;;;;;;;
1391;111.979;3;4;48.072;11.602;1748.068;;;;;;;;;;;;;;;;;
1392;77.301;3;4;48.072;11.601;1652.048;;;;;;;;;;;;;;;;;
1393;136.036;3;4;48.072;11.602;1692.987;;;;;;;;;;;;;;;;;
1394;135.921;3;4;48.070;11.601;1516.366;;;;;;;;;;;;;;;;;
1395;166.818;3;4;48.072;11.601;1655.653;;;;;;;;;;;;;;;;;
1396;75.368;3;4;48.072;11.602;1712.811;;;;;;;;;;;;;;;;;
1397;106.398;3;4;48.071;11.601;1552.228;;;;;;;;;;;;;;;;;
1398;84.539;3;4;48.072;11.601;1670.439;;;;;;;;;;;;;;;;;
1399;150.714;3;4;48.071;11.602;1539.289;;;;;;;;;;;;;;;;;
1400;259.801;3;4;48.071;11.601;1635.749;;;;;;;;;;;;;;;;;
1401;119.309;3;4;48.070;11.601;1495.682;;;;;;;;;;;;;;;;;
1402;78.924;3;4;48.072;11.601;1631.957;;;;;;;;;;;;;;;;;
1403;192.901;3;4;48.071;11.602;1536.714;;;;;;;;;;;;;;;;;
1404;189.633;3;4;48.070;11.601;1494.189;;;;;;;;;;;;;;;;;
1405;135.806;3;4;48.070;11.601;1514.778;;;;;;;;;;;;;;;;;
1406;105.452;3;4;48.073;11.602;1812.500;;;;;;;;;;;;;;;;;
1407;127.596;3;4;48.073;11.602;1767.915;;;;;;;;;;;;;;;;;
1408;84.973;3;4;48.071;11.601;1630.106;;;;;;;;;;;;;;;;;
1409;119.779;3;4;48.072;11.601;1725.214;;;;;;;;;;;;;;;;;
1410;277.958;3;3;48.071;11.601;1572.193;;;;;;;;;;;;;;;;;
1411;149.676;3;2;48.071;11.601;1578.094;;;;;;;;;;;;;;;;;
1412;144.245;3;4;48.073;11.603;1860.764;;;;;;;;;;;;;;;;;
1413;100.180;3;4;48.073;11.602;1827.969;;;;;;;;;;;;;;;;;
1414;70.649;3;4;48.074;11.602;1884.103;;;;;;;;;;;;;;;;;
1415;134.806;3;4;48.074;11.602;1870.054;;;;;;;;;;;;;;;;;
1416;118.972;3;4;48.074;11.603;1891.222;;;;;;;;;;;;;;;;;
1417;231.408;3;4;48.073;11.602;1851.383;;;;;;;;;;;;;;;;;
1418;97.599;3;4;48.073;11.605;1836.068;;;;;;;;;;;;;;;;;
1419;104.737;3;3;48.074;11.603;1908.291;;;;;;;;;;;;;;;;;
1420;164.054;3;4;48.073;11.604;1841.807;;;;;;;;;;;;;;;;;
1421;288.931;3;4;48.073;11.604;1875.161;;;;;;;;;;;;;;;;;
1422;230.583;0;4;48.074;11.604;1906.101;;;;;;;;;;;;;;;;;
1423;104.854;3;3;48.074;11.603;1913.731;;;;;;;;;;;;;;;;;
1424;166.024;3;4;48.073;11.604;1871.833;;;;;;;;;;;;;;;;;
1425;254.175;3;3;48.074;11.604;1924.020;;;;;;;;;;;;;;;;;
1426;206.012;3;4;48.073;11.604;1821.514;;;;;;;;;;;;;;;;;
1427;104.759;3;2;48.074;11.603;1910.984;;;;;;;;;;;;;;;;;
1428;254.175;3;3;48.074;11.604;1929.460;;;;;;;;;;;;;;;;;
1429;127.861;3;4;48.074;11.603;1890.952;;;;;;;;;;;;;;;;;
1430;84.577;3;4;48.074;11.604;1919.543;;;;;;;;;;;;;;;;;
1431;136.897;3;4;48.074;11.604;1898.495;;;;;;;;;;;;;;;;;
1432;143.324;3;2;48.073;11.604;1852.840;;;;;;;;;;;;;;;;;
1433;403.348;3;4;48.073;11.605;1880.431;;;;;;;;;;;;;;;;;
1434;110.056;3;4;48.073;11.605;1841.078;;;;;;;;;;;;;;;;;
1435;338.775;3;3;48.073;11.604;1871.273;;;;;;;;;;;;;;;;;
1436;433.047;3;2;48.073;11.604;1854.433;;;;;;;;;;;;;;;;;
1437;107.747;3;4;48.073;11.605;1871.866;;;;;;;;;;;;;;;;;
1438;89.913;3;3;48.076;11.605;2157.410;;;;;;;;;;;;;;;;;
1439;89.909;3;3;48.076;11.605;2164.099;;;;;;;;;;;;;;;;;
1440;182.252;3;3;48.079;11.605;2470.937;;;;;;;;;;;;;;;;;
1441;182.219;3;2;48.079;11.605;2477.590;;;;;;;;;;;;;;;;;
1442;182.252;3;2;48.079;11.605;2484.303;;;;;;;;;;;;;;;;;
1443;182.252;3;2;48.079;11.605;2491.075;;;;;;;;;;;;;;;;;
1444;182.219;3;2;48.079;11.605;2497.907;;;;;;;;;;;;;;;;;
1445;182.212;3;3;48.079;11.606;2504.791;;;;;;;;;;;;;;;;;
1446;175.583;3;3;48.079;11.606;2534.293;;;;;;;;;;;;;;;;;
1447;175.583;3;2;48.079;11.606;2542.356;;;;;;;;;;;;;;;;;
1448;175.583;3;2;48.079;11.607;2550.468;;;;;;;;;;;;;;;;;
1449;175.494;3;2;48.079;11.607;2558.627;;;;;;;;;;;;;;;;;
1450;175.671;3;2;48.079;11.607;2566.835;;;;;;;;;;;;;;;;;
1451;175.494;3;3;48.079;11.607;2575.091;;;;;;;;;;;;;;;;;
1452;214.832;3;3;48.076;11.605;2229.454;;;;;;;;;;;;;;;;;
1453;80.774;3;3;48.075;11.605;2137.638;;;;;;;;;;;;;;;;;
1454;212.898;3;3;48.077;11.605;2242.533;;;;;;;;;;;;;;;;;
1455;81.369;3;3;48.076;11.605;2144.242;;;;;;;;;;;;;;;;;
1456;82.843;3;2;48.075;11.608;2142.732;;;;;;;;;;;;;;;;;
1457;82.724;3;3;48.075;11.608;2149.874;;;;;;;;;;;;;;;;;
1458;96.391;3;3;48.075;11.608;2179.597;;;;;;;;;;;;;;;;;
1459;96.255;3;3;48.075;11.608;2172.254;;;;;;;;;;;;;;;;;
1460;95.843;3;3;48.075;11.608;2159.619;;;;;;;;;;;;;;;;;
1461;95.843;3;3;48.075;11.608;2152.734;;;;;;;;;;;;;;;;;
1462;65.280;3;3;48.075;11.609;2190.675;;;;;;;;;;;;;;;;;
1463;65.229;3;3;48.075;11.609;2192.937;;;;;;;;;;;;;;;;;
1464;127.278;3;4;48.075;11.604;2047.036;;;;;;;;;;;;;;;;;
1465;145.072;3;4;48.072;11.602;1679.292;;;;;;;;;;;;;;;;;
1466;254.499;3;4;48.071;11.602;1640.405;;;;;;;;;;;;;;;;;
1467;108.823;3;4;48.072;11.602;1728.860;;;;;;;;;;;;;;;;;
1468;120.703;3;4;48.072;11.604;1758.947;;;;;;;;;;;;;;;;;
1469;175.010;3;4;48.072;11.603;1687.070;;;;;;;;;;;;;;;;;
1470;143.938;3;4;48.071;11.602;1649.791;;;;;;;;;;;;;;;;;
1471;88.105;3;4;48.073;11.603;1797.270;;;;;;;;;;;;;;;;;
1472;148.813;3;4;48.072;11.604;1720.983;;;;;;;;;;;;;;;;;
1473;124.028;3;4;48.073;11.603;1800.728;;;;;;;;;;;;;;;;;
1474;105.576;3;4;48.072;11.603;1734.212;;;;;;;;;;;;;;;;;
1475;77.535;3;4;48.072;11.603;1737.020;;;;;;;;;;;;;;;;;
1476;121.812;3;4;48.072;11.602;1695.925;;;;;;;;;;;;;;;;;
1477;77.588;3;4;48.072;11.603;1671.122;;;;;;;;;;;;;;;;;
1478;151.277;3;4;48.072;11.603;1764.720;;;;;;;;;;;;;;;;;
1479;158.628;3;4;48.072;11.602;1745.177;;;;;;;;;;;;;;;;;
1480;96.635;3;4;48.073;11.602;1776.589;;;;;;;;;;;;;;;;;
1481;164.710;3;4;48.071;11.602;1645.119;;;;;;;;;;;;;;;;;
1482;82.301;3;4;48.073;11.603;1840.566;;;;;;;;;;;;;;;;;
1483;75.709;3;4;48.072;11.603;1680.055;;;;;;;;;;;;;;;;;
1484;63.322;3;4;48.072;11.603;1753.446;;;;;;;;;;;;;;;;;
1485;76.803;3;4;48.072;11.603;1715.237;;;;;;;;;;;;;;;;;
1486;59.768;3;4;48.072;11.603;1705.165;;;;;;;;;;;;;;;;;
1487;215.226;3;4;48.073;11.604;1786.496;;;;;;;;;;;;;;;;;
1488;137.651;3;4;48.072;11.603;1688.740;;;;;;;;;;;;;;;;;
1489;89.073;3;4;48.073;11.603;1785.345;;;;;;;;;;;;;;;;;
1490;90.954;3;4;48.073;11.603;1779.206;;;;;;;;;;;;;;;;;
1491;179.105;3;4;48.072;11.603;1698.063;;;;;;;;;;;;;;;;;
1492;88.667;3;4;48.072;11.602;1713.497;;;;;;;;;;;;;;;;;
1493;166.147;3;4;48.072;11.604;1736.501;;;;;;;;;;;;;;;;;
1494;145.246;3;4;48.072;11.604;1773.571;;;;;;;;;;;;;;;;;
1495;144.183;3;4;48.072;11.604;1705.227;;;;;;;;;;;;;;;;;
1496;124.251;3;4;48.073;11.603;1802.872;;;;;;;;;;;;;;;;;
1497;97.221;3;4;48.072;11.603;1749.139;;;;;;;;;;;;;;;;;
1498;105.442;3;4;48.073;11.602;1761.388;;;;;;;;;;;;;;;;;
1499;214.962;3;4;48.072;11.603;1722.355;;;;;;;;;;;;;;;;;
1500;124.004;3;4;48.069;11.603;1434.941;;;;;;;;;;;;;;;;;
1501;108.585;3;4;48.070;11.603;1454.395;;;;;;;;;;;;;;;;;
1502;295.765;3;4;48.069;11.600;1316.956;;;;;;;;;;;;;;;;;
1503;54.638;3;4;48.069;11.603;1429.684;;;;;;;;;;;;;;;;;
1504;328.149;3;4;48.070;11.603;1448.788;;;;;;;;;;;;;;;;;
1505;294.028;3;4;48.070;11.600;1404.620;;;;;;;;;;;;;;;;;
1506;357.589;3;4;48.069;11.600;1340.355;;;;;;;;;;;;;;;;;
1507;102.333;3;4;48.069;11.600;1368.666;;;;;;;;;;;;;;;;;
1508;216.933;3;4;48.069;11.601;1311.384;;;;;;;;;;;;;;;;;
1509;177.641;3;4;48.069;11.601;1338.320;;;;;;;;;;;;;;;;;
1510;82.537;3;3;48.069;11.605;1504.340;;;;;;;;;;;;;;;;;
1511;82.627;3;2;48.069;11.605;1490.457;;;;;;;;;;;;;;;;;
1512;82.655;3;2;48.069;11.605;1469.677;;;;;;;;;;;;;;;;;
1513;82.627;3;3;48.069;11.605;1448.949;;;;;;;;;;;;;;;;;
1514;82.533;3;2;48.069;11.605;1455.851;;;;;;;;;;;;;;;;;
1515;82.537;3;2;48.069;11.605;1497.398;;;;;;;;;;;;;;;;;
1516;82.532;3;2;48.069;11.605;1476.596;;;;;;;;;;;;;;;;;
1517;82.654;3;2;48.069;11.605;1483.521;;;;;;;;;;;;;;;;;
1518;82.655;3;2;48.069;11.605;1462.758;;;;;;;;;;;;;;;;;
1519;55.178;3;3;48.070;11.605;1605.921;;;;;;;;;;;;;;;;;
1520;61.817;3;2;48.070;11.606;1606.302;;;;;;;;;;;;;;;;;
1521;61.817;3;3;48.070;11.606;1601.066;;;;;;;;;;;;;;;;;
1522;66.921;3;3;48.070;11.606;1595.586;;;;;;;;;;;;;;;;;
1523;66.866;3;3;48.070;11.606;1589.771;;;;;;;;;;;;;;;;;
1524;61.817;3;3;48.070;11.606;1616.800;;;;;;;;;;;;;;;;;
1525;61.836;3;2;48.070;11.606;1611.549;;;;;;;;;;;;;;;;;
1526;269.415;3;3;48.081;11.606;2701.274;;;;;;;;;;;;;;;;;
1527;269.643;3;3;48.081;11.606;2695.586;;;;;;;;;;;;;;;;;
1528;282.913;3;3;48.082;11.605;2826.353;;;;;;;;;;;;;;;;;
1529;283.022;3;3;48.081;11.606;2766.421;;;;;;;;;;;;;;;;;
1530;282.896;3;3;48.081;11.606;2760.333;;;;;;;;;;;;;;;;;
1531;200.953;3;3;48.082;11.606;2797.886;;;;;;;;;;;;;;;;;
1532;200.952;3;2;48.082;11.606;2813.666;;;;;;;;;;;;;;;;;
1533;200.894;3;3;48.082;11.606;2829.458;;;;;;;;;;;;;;;;;
1534;212.250;3;3;48.082;11.607;2870.893;;;;;;;;;;;;;;;;;
1535;212.295;3;2;48.082;11.607;2866.577;;;;;;;;;;;;;;;;;
1536;212.250;3;3;48.082;11.606;2862.361;;;;;;;;;;;;;;;;;
1537;282.822;3;3;48.082;11.606;2831.663;;;;;;;;;;;;;;;;;
1538;216.912;3;3;48.079;11.608;2549.746;;;;;;;;;;;;;;;;;
1539;217.701;3;3;48.079;11.608;2566.387;;;;;;;;;;;;;;;;;
1540;268.245;3;3;48.079;11.608;2607.774;;;;;;;;;;;;;;;;;
1541;268.442;3;2;48.079;11.608;2615.557;;;;;;;;;;;;;;;;;
1542;268.541;3;3;48.079;11.608;2623.533;;;;;;;;;;;;;;;;;
1543;243.550;3;4;48.074;11.608;2064.544;;;;;;;;;;;;;;;;;
1544;190.884;3;3;48.075;11.609;2214.689;;;;;;;;;;;;;;;;;
1545;190.884;3;2;48.075;11.610;2218.760;;;;;;;;;;;;;;;;;
1546;190.921;3;2;48.075;11.610;2222.929;;;;;;;;;;;;;;;;;
1547;189.065;3;3;48.075;11.610;2227.176;;;;;;;;;;;;;;;;;
1548;243.797;3;3;48.074;11.609;2110.363;;;;;;;;;;;;;;;;;
1549;228.766;3;2;48.074;11.609;2117.501;;;;;;;;;;;;;;;;;
1550;177.608;3;2;48.074;11.610;2124.051;;;;;;;;;;;;;;;;;
1551;220.239;3;3;48.074;11.610;2124.277;;;;;;;;;;;;;;;;;
1552;644.917;2;4;48.075;11.609;2186.257;;;;;;;;;;;;;;;;;
1553;244.732;3;3;48.075;11.610;2168.963;;;;;;;;;;;;;;;;;
1554;170.287;3;3;48.075;11.610;2175.163;;;;;;;;;;;;;;;;;
1555;92.018;3;2;48.071;11.608;1783.567;;;;;;;;;;;;;;;;;
1556;90.588;3;2;48.071;11.608;1787.015;;;;;;;;;;;;;;;;;
1557;89.767;3;2;48.071;11.608;1792.126;;;;;;;;;;;;;;;;;
1558;91.490;3;2;48.071;11.609;1795.679;;;;;;;;;;;;;;;;;
1559;204.163;3;3;48.073;11.606;1868.052;;;;;;;;;;;;;;;;;
1560;95.185;3;3;48.071;11.608;1770.048;;;;;;;;;;;;;;;;;
1561;96.324;3;3;48.072;11.608;1794.305;;;;;;;;;;;;;;;;;
1562;84.923;3;2;48.072;11.608;1798.775;;;;;;;;;;;;;;;;;
1563;95.011;3;2;48.072;11.608;1802.003;;;;;;;;;;;;;;;;;
1564;88.792;3;2;48.072;11.608;1804.011;;;;;;;;;;;;;;;;;
1565;101.792;3;2;48.072;11.608;1807.427;;;;;;;;;;;;;;;;;
1566;89.600;3;2;48.072;11.608;1810.883;;;;;;;;;;;;;;;;;
1567;95.400;3;2;48.072;11.608;1815.690;;;;;;;;;;;;;;;;;
1568;92.693;3;2;48.072;11.609;1819.130;;;;;;;;;;;;;;;;;
1569;95.998;3;3;48.072;11.609;1821.434;;;;;;;;;;;;;;;;;
1570;92.068;3;3;48.072;11.608;1818.567;;;;;;;;;;;;;;;;;
1571;93.974;3;2;48.071;11.608;1774.496;;;;;;;;;;;;;;;;;
1572;89.990;3;2;48.072;11.608;1823.025;;;;;;;;;;;;;;;;;
1573;101.177;3;2;48.072;11.608;1826.387;;;;;;;;;;;;;;;;;
1574;101.005;3;2;48.072;11.608;1831.559;;;;;;;;;;;;;;;;;
1575;82.687;3;2;48.072;11.608;1828.280;;;;;;;;;;;;;;;;;
1576;96.700;3;2;48.072;11.608;1835.117;;;;;;;;;;;;;;;;;
1577;221.837;3;2;48.073;11.606;1847.699;;;;;;;;;;;;;;;;;
1578;219.899;3;2;48.073;11.606;1858.097;;;;;;;;;;;;;;;;;
1579;88.436;3;2;48.072;11.608;1839.567;;;;;;;;;;;;;;;;;
1580;100.441;3;3;48.072;11.609;1842.995;;;;;;;;;;;;;;;;;
1581;98.472;3;3;48.072;11.608;1842.856;;;;;;;;;;;;;;;;;
1582;94.478;3;2;48.072;11.608;1847.467;;;;;;;;;;;;;;;;;
1583;84.950;3;2;48.072;11.608;1850.701;;;;;;;;;;;;;;;;;
1584;97.301;3;2;48.071;11.608;1777.851;;;;;;;;;;;;;;;;;
1585;99.409;3;2;48.072;11.608;1852.500;;;;;;;;;;;;;;;;;
1586;86.420;3;2;48.072;11.608;1855.831;;;;;;;;;;;;;;;;;
1587;92.905;3;2;48.072;11.608;1859.081;;;;;;;;;;;;;;;;;
1588;106.475;3;3;48.072;11.608;1863.914;;;;;;;;;;;;;;;;;
1589;91.540;3;2;48.071;11.608;1780.125;;;;;;;;;;;;;;;;;
1590;86.696;3;3;48.071;11.609;1797.607;;;;;;;;;;;;;;;;;
1591;250.753;3;2;48.067;11.610;1478.049;;;;;;;;;;;;;;;;;
1592;353.891;3;3;48.067;11.609;1394.796;;;;;;;;;;;;;;;;;
1593;332.927;3;3;48.067;11.610;1489.833;;;;;;;;;;;;;;;;;
1594;248.545;3;2;48.067;11.610;1463.987;;;;;;;;;;;;;;;;;
1595;227.078;3;2;48.067;11.610;1448.713;;;;;;;;;;;;;;;;;
1596;187.964;3;3;48.068;11.611;1562.280;;;;;;;;;;;;;;;;;
1597;314.608;3;2;48.067;11.609;1428.867;;;;;;;;;;;;;;;;;
1598;141.722;3;3;48.068;11.611;1565.481;;;;;;;;;;;;;;;;;
1599;163.808;3;3;48.068;11.611;1577.633;;;;;;;;;;;;;;;;;
1600;243.557;3;2;48.067;11.609;1412.760;;;;;;;;;;;;;;;;;
1601;273.320;3;3;48.065;11.612;1407.543;;;;;;;;;;;;;;;;;
1602;243.515;3;3;48.066;11.611;1421.111;;;;;;;;;;;;;;;;;
1603;269.732;3;2;48.065;11.612;1418.239;;;;;;;;;;;;;;;;;
1604;310.770;3;2;48.065;11.612;1430.326;;;;;;;;;;;;;;;;;
1605;221.959;0;2;48.066;11.612;1434.410;;;;;;;;;;;;;;;;;
1606;181.293;3;2;48.065;11.612;1442.178;;;;;;;;;;;;;;;;;
1607;263.945;0;2;48.066;11.612;1441.951;;;;;;;;;;;;;;;;;
1608;247.959;0;2;48.066;11.612;1450.419;;;;;;;;;;;;;;;;;
1609;71.962;3;3;48.064;11.612;1321.928;;;;;;;;;;;;;;;;;
1610;71.949;3;3;48.064;11.612;1327.415;;;;;;;;;;;;;;;;;
1611;80.483;3;3;48.064;11.612;1337.052;;;;;;;;;;;;;;;;;
1612;80.511;3;3;48.064;11.612;1343.059;;;;;;;;;;;;;;;;;
1613;177.688;0;3;48.069;11.610;1603.832;;;;;;;;;;;;;;;;;
1614;138.917;3;3;48.067;11.608;1352.560;;;;;;;;;;;;;;;;;
1615;124.248;3;4;48.067;11.608;1346.084;;;;;;;;;;;;;;;;;
1616;91.383;3;3;48.067;11.609;1365.408;;;;;;;;;;;;;;;;;
1617;111.663;3;2;48.067;11.609;1399.038;;;;;;;;;;;;;;;;;
1618;105.613;3;2;48.067;11.609;1395.434;;;;;;;;;;;;;;;;;
1619;82.094;3;2;48.067;11.608;1390.311;;;;;;;;;;;;;;;;;
1620;82.250;3;2;48.067;11.608;1387.709;;;;;;;;;;;;;;;;;
1621;175.348;3;3;48.067;11.608;1378.502;;;;;;;;;;;;;;;;;
1622;116.987;3;3;48.067;11.609;1415.224;;;;;;;;;;;;;;;;;
1623;78.917;3;3;48.067;11.609;1392.168;;;;;;;;;;;;;;;;;
1624;78.841;3;2;48.067;11.609;1387.212;;;;;;;;;;;;;;;;;
1625;78.912;3;2;48.067;11.609;1382.267;;;;;;;;;;;;;;;;;
1626;78.904;3;2;48.067;11.609;1377.328;;;;;;;;;;;;;;;;;
1627;91.432;3;2;48.067;11.608;1361.739;;;;;;;;;;;;;;;;;
1628;78.842;3;2;48.067;11.609;1372.401;;;;;;;;;;;;;;;;;
1629;78.918;3;3;48.067;11.609;1367.477;;;;;;;;;;;;;;;;;
1630;114.080;3;2;48.067;11.609;1411.092;;;;;;;;;;;;;;;;;
1631;91.432;3;2;48.067;11.608;1358.089;;;;;;;;;;;;;;;;;
1632;112.138;3;2;48.067;11.609;1406.829;;;;;;;;;;;;;;;;;
1633;112.158;3;2;48.067;11.609;1403.068;;;;;;;;;;;;;;;;;
1634;80.333;3;2;48.077;11.607;2370.656;;;;;;;;;;;;;;;;;
1635;80.126;3;3;48.078;11.607;2418.975;;;;;;;;;;;;;;;;;
1636;80.126;3;2;48.078;11.607;2424.373;;;;;;;;;;;;;;;;;
1637;80.264;3;2;48.078;11.607;2429.782;;;;;;;;;;;;;;;;;
1638;80.173;3;2;48.078;11.607;2435.197;;;;;;;;;;;;;;;;;
1639;80.173;3;2;48.078;11.607;2440.612;;;;;;;;;;;;;;;;;
1640;80.323;3;3;48.077;11.607;2376.108;;;;;;;;;;;;;;;;;
1641;80.173;3;3;48.078;11.607;2446.033;;;;;;;;;;;;;;;;;
1642;80.381;3;3;48.078;11.607;2494.840;;;;;;;;;;;;;;;;;
1643;80.497;3;2;48.078;11.607;2500.269;;;;;;;;;;;;;;;;;
1644;80.371;3;2;48.079;11.607;2505.705;;;;;;;;;;;;;;;;;
1645;80.371;3;3;48.079;11.607;2511.141;;;;;;;;;;;;;;;;;
1646;80.160;3;2;48.078;11.607;2488.839;;;;;;;;;;;;;;;;;
1647;80.643;3;3;48.079;11.607;2492.755;;;;;;;;;;;;;;;;;
1648;79.677;3;2;48.078;11.607;2484.938;;;;;;;;;;;;;;;;;
1649;79.160;3;2;48.078;11.607;2481.047;;;;;;;;;;;;;;;;;
1650;78.727;3;2;48.078;11.607;2477.170;;;;;;;;;;;;;;;;;
1651;78.244;3;2;48.078;11.607;2473.303;;;;;;;;;;;;;;;;;
1652;77.761;3;3;48.078;11.607;2469.450;;;;;;;;;;;;;;;;;
1653;77.235;3;3;48.079;11.607;2551.149;;;;;;;;;;;;;;;;;
1654;77.434;3;2;48.079;11.607;2547.250;;;;;;;;;;;;;;;;;
1655;77.651;3;2;48.079;11.607;2543.362;;;;;;;;;;;;;;;;;
1656;77.813;3;2;48.079;11.607;2539.490;;;;;;;;;;;;;;;;;
1657;78.012;3;2;48.079;11.607;2535.629;;;;;;;;;;;;;;;;;
1658;78.229;3;2;48.079;11.607;2531.778;;;;;;;;;;;;;;;;;
1659;78.429;3;3;48.079;11.607;2527.938;;;;;;;;;;;;;;;;;
1660;77.855;3;3;48.079;11.607;2491.584;;;;;;;;;;;;;;;;;
1661;77.701;3;2;48.079;11.607;2496.993;;;;;;;;;;;;;;;;;
1662;77.854;3;2;48.079;11.606;2502.408;;;;;;;;;;;;;;;;;
1663;77.729;3;2;48.079;11.606;2507.827;;;;;;;;;;;;;;;;;
1664;77.826;3;2;48.079;11.606;2513.253;;;;;;;;;;;;;;;;;
1665;77.729;3;3;48.079;11.606;2518.684;;;;;;;;;;;;;;;;;
1666;78.954;3;3;48.077;11.608;2383.175;;;;;;;;;;;;;;;;;
1667;78.982;3;2;48.077;11.608;2388.478;;;;;;;;;;;;;;;;;
1668;78.953;3;3;48.077;11.608;2393.784;;;;;;;;;;;;;;;;;
1669;80.371;3;3;48.077;11.607;2365.216;;;;;;;;;;;;;;;;;
1670;80.968;3;3;48.078;11.607;2418.818;;;;;;;;;;;;;;;;;
1671;80.417;3;2;48.078;11.607;2414.818;;;;;;;;;;;;;;;;;
1672;79.906;3;2;48.078;11.607;2410.831;;;;;;;;;;;;;;;;;
1673;79.407;3;2;48.078;11.607;2406.855;;;;;;;;;;;;;;;;;
1674;78.860;3;2;48.078;11.607;2402.891;;;;;;;;;;;;;;;;;
1675;78.311;3;2;48.078;11.607;2398.938;;;;;;;;;;;;;;;;;
1676;77.798;3;3;48.078;11.607;2395.000;;;;;;;;;;;;;;;;;
1677;86.545;3;3;48.077;11.608;2403.764;;;;;;;;;;;;;;;;;
1678;86.206;3;2;48.078;11.608;2408.509;;;;;;;;;;;;;;;;;
1679;88.111;3;2;48.078;11.608;2413.183;;;;;;;;;;;;;;;;;
1680;87.260;3;2;48.078;11.608;2419.392;;;;;;;;;;;;;;;;;
1681;87.547;3;2;48.078;11.608;2424.931;;;;;;;;;;;;;;;;;
1682;85.866;3;2;48.078;11.608;2430.319;;;;;;;;;;;;;;;;;
1683;85.614;3;3;48.078;11.608;2434.926;;;;;;;;;;;;;;;;;
