Unterchaching_mod;;;;;;;;;;;;;;;;;;;;;;;
bid;footprint_area;use;free_walls;lat;lon;dist_to_heat_source;NUTS_0;NUTS_1;NUTS_2;NUTS_3;year_class;size_class;ref_level_roof;ref_level_wall;ref_level_floor;ref_level_window;floors;area_corr_factor;storey_area;heated_area;dwellings;dwelling_size;occupants
665;147.078;3;4;48.061;11.626;2177.671;;;;;;;;;;;;;;;;;
666;183.263;3;4;48.060;11.626;2189.787;;;;;;;;;;;;;;;;;
667;272.310;3;4;48.061;11.626;2167.956;;;;;;;;;;;;;;;;;
668;403.516;3;3;48.061;11.627;2230.555;;;;;;;;;;;;;;;;;
669;319.415;3;3;48.078;11.602;2378.483;;;;;;;;;;;;;;;;;
670;276.250;3;2;48.078;11.602;2370.203;;;;;;;;;;;;;;;;;
671;247.557;3;3;48.078;11.602;2362.713;;;;;;;;;;;;;;;;;
672;1364.355;0;4;48.066;11.611;1380.818;;;;;;;;;;;;;;;;;
673;78.093;3;4;48.066;11.609;1320.383;;;;;;;;;;;;;;;;;
674;90.334;3;4;48.066;11.609;1331.858;;;;;;;;;;;;;;;;;
675;264.503;3;4;48.066;11.608;1267.259;;;;;;;;;;;;;;;;;
676;186.505;3;4;48.066;11.608;1281.100;;;;;;;;;;;;;;;;;
677;199.358;3;4;48.066;11.607;1249.318;;;;;;;;;;;;;;;;;
678;191.655;3;4;48.066;11.607;1233.749;;;;;;;;;;;;;;;;;
679;174.928;3;4;48.066;11.608;1291.212;;;;;;;;;;;;;;;;;
680;163.929;3;4;48.066;11.608;1302.760;;;;;;;;;;;;;;;;;
681;206.791;3;3;48.059;11.622;1863.853;;;;;;;;;;;;;;;;;
682;71.303;3;3;48.062;11.627;2280.209;;;;;;;;;;;;;;;;;
683;67.507;3;2;48.062;11.627;2283.146;;;;;;;;;;;;;;;;;
684;74.655;3;2;48.062;11.627;2292.369;;;;;;;;;;;;;;;;;
685;69.369;3;2;48.062;11.627;2304.575;;;;;;;;;;;;;;;;;
686;67.645;3;2;48.062;11.627;2295.324;;;;;;;;;;;;;;;;;
687;72.423;3;3;48.063;11.627;2307.588;;;;;;;;;;;;;;;;;
688;164.167;3;3;48.063;11.614;1399.384;;;;;;;;;;;;;;;;;
689;256.478;3;4;48.071;11.618;2170.337;;;;;;;;;;;;;;;;;
690;258.025;3;4;48.071;11.618;2196.356;;;;;;;;;;;;;;;;;
691;259.869;3;4;48.071;11.617;2110.478;;;;;;;;;;;;;;;;;
692;63.210;3;2;48.061;11.628;2332.512;;;;;;;;;;;;;;;;;
693;65.229;3;3;48.061;11.628;2327.499;;;;;;;;;;;;;;;;;
694;58.691;3;3;48.061;11.628;2337.281;;;;;;;;;;;;;;;;;
695;68.642;3;3;48.061;11.628;2308.736;;;;;;;;;;;;;;;;;
696;66.869;3;2;48.061;11.628;2314.000;;;;;;;;;;;;;;;;;
697;60.549;3;3;48.061;11.628;2318.959;;;;;;;;;;;;;;;;;
698;268.829;3;3;48.066;11.619;1902.663;;;;;;;;;;;;;;;;;
699;259.922;3;2;48.066;11.619;1887.026;;;;;;;;;;;;;;;;;
700;185.992;3;3;48.067;11.611;1556.919;;;;;;;;;;;;;;;;;
701;63.918;3;3;48.061;11.618;1627.679;;;;;;;;;;;;;;;;;
702;63.918;3;3;48.061;11.618;1632.430;;;;;;;;;;;;;;;;;
703;366.339;3;4;48.061;11.620;1713.848;;;;;;;;;;;;;;;;;
704;63.852;3;2;48.061;11.618;1629.244;;;;;;;;;;;;;;;;;
705;63.918;3;2;48.061;11.618;1630.825;;;;;;;;;;;;;;;;;
706;757.320;3;4;48.061;11.620;1710.895;;;;;;;;;;;;;;;;;
707;148.569;3;4;48.061;11.619;1671.086;;;;;;;;;;;;;;;;;
708;224.837;0;3;48.065;11.613;1466.105;;;;;;;;;;;;;;;;;
709;614.825;3;4;48.061;11.624;2002.032;;;;;;;;;;;;;;;;;
710;90.567;3;4;48.061;11.623;1930.689;;;;;;;;;;;;;;;;;
711;166.790;3;4;48.060;11.623;1936.248;;;;;;;;;;;;;;;;;
712;325.760;3;4;48.060;11.623;1945.029;;;;;;;;;;;;;;;;;
713;129.656;3;4;48.060;11.623;1921.302;;;;;;;;;;;;;;;;;
714;155.448;3;4;48.060;11.620;1734.377;;;;;;;;;;;;;;;;;
715;312.988;3;4;48.060;11.620;1726.900;;;;;;;;;;;;;;;;;
716;113.353;3;4;48.061;11.620;1751.860;;;;;;;;;;;;;;;;;
717;472.255;3;4;48.061;11.621;1792.305;;;;;;;;;;;;;;;;;
718;241.592;3;2;48.061;11.621;1806.956;;;;;;;;;;;;;;;;;
719;599.298;3;4;48.061;11.620;1728.683;;;;;;;;;;;;;;;;;
720;240.141;3;4;48.061;11.620;1763.583;;;;;;;;;;;;;;;;;
721;319.541;3;3;48.061;11.622;1923.448;;;;;;;;;;;;;;;;;
722;183.838;3;3;48.061;11.622;1902.397;;;;;;;;;;;;;;;;;
723;182.961;3;4;48.062;11.627;2285.813;;;;;;;;;;;;;;;;;
724;122.487;3;3;48.062;11.627;2247.075;;;;;;;;;;;;;;;;;
725;228.372;3;4;48.061;11.626;2222.809;;;;;;;;;;;;;;;;;
726;133.195;3;4;48.061;11.627;2249.063;;;;;;;;;;;;;;;;;
727;119.112;3;4;48.061;11.627;2287.967;;;;;;;;;;;;;;;;;
728;97.893;3;4;48.061;11.627;2224.248;;;;;;;;;;;;;;;;;
729;134.204;3;3;48.061;11.626;2192.660;;;;;;;;;;;;;;;;;
730;123.598;3;3;48.061;11.626;2203.373;;;;;;;;;;;;;;;;;
731;113.310;3;4;48.061;11.626;2162.495;;;;;;;;;;;;;;;;;
732;78.599;3;3;48.068;11.611;1600.066;;;;;;;;;;;;;;;;;
733;511.662;3;3;48.068;11.611;1589.164;;;;;;;;;;;;;;;;;
734;78.586;3;2;48.068;11.611;1605.896;;;;;;;;;;;;;;;;;
735;78.537;3;3;48.068;11.611;1617.573;;;;;;;;;;;;;;;;;
736;258.293;3;4;48.068;11.611;1608.539;;;;;;;;;;;;;;;;;
737;78.537;3;2;48.068;11.611;1611.731;;;;;;;;;;;;;;;;;
738;338.851;3;3;48.068;11.611;1569.158;;;;;;;;;;;;;;;;;
739;347.220;3;4;48.055;11.621;1770.828;;;;;;;;;;;;;;;;;
740;166.808;3;4;48.055;11.620;1746.862;;;;;;;;;;;;;;;;;
741;326.644;3;4;48.060;11.621;1796.049;;;;;;;;;;;;;;;;;
742;498.172;3;4;48.060;11.621;1825.281;;;;;;;;;;;;;;;;;
743;128.576;3;4;48.062;11.621;1843.347;;;;;;;;;;;;;;;;;
744;154.721;3;4;48.061;11.621;1797.688;;;;;;;;;;;;;;;;;
745;643.256;3;4;48.061;11.622;1939.563;;;;;;;;;;;;;;;;;
746;637.488;3;4;48.061;11.623;1983.906;;;;;;;;;;;;;;;;;
747;637.417;3;4;48.061;11.624;2053.987;;;;;;;;;;;;;;;;;
748;637.462;3;4;48.061;11.625;2108.964;;;;;;;;;;;;;;;;;
749;323.134;3;4;48.061;11.624;2058.465;;;;;;;;;;;;;;;;;
750;170.866;3;4;48.061;11.625;2084.209;;;;;;;;;;;;;;;;;
751;236.304;3;4;48.061;11.625;2116.210;;;;;;;;;;;;;;;;;
752;879.635;0;4;48.068;11.620;2042.340;;;;;;;;;;;;;;;;;
753;247.231;0;3;48.072;11.617;2200.794;;;;;;;;;;;;;;;;;
754;1902.562;3;4;48.069;11.618;2064.696;;;;;;;;;;;;;;;;;
755;2636.412;0;4;48.071;11.618;2219.700;;;;;;;;;;;;;;;;;
756;188.280;3;3;48.071;11.616;2100.464;;;;;;;;;;;;;;;;;
757;189.922;3;3;48.071;11.616;2110.248;;;;;;;;;;;;;;;;;
758;51.751;3;4;48.067;11.624;2230.013;;;;;;;;;;;;;;;;;
759;2954.185;2;4;48.072;11.615;2116.651;;;;;;;;;;;;;;;;;
760;2020.031;2;4;48.072;11.614;2051.445;;;;;;;;;;;;;;;;;
761;760.444;0;4;48.062;11.622;1934.014;;;;;;;;;;;;;;;;;
762;264.016;0;4;48.076;11.603;2180.891;;;;;;;;;;;;;;;;;
763;189.251;3;3;48.077;11.603;2221.360;;;;;;;;;;;;;;;;;
764;241.605;3;4;48.077;11.602;2208.230;;;;;;;;;;;;;;;;;
765;142.607;3;3;48.077;11.603;2217.198;;;;;;;;;;;;;;;;;
766;287.327;3;4;48.077;11.603;2232.518;;;;;;;;;;;;;;;;;
767;214.065;3;3;48.058;11.622;1829.720;;;;;;;;;;;;;;;;;
768;330.576;0;2;48.062;11.615;1413.609;;;;;;;;;;;;;;;;;
769;867.092;2;4;48.072;11.616;2175.261;;;;;;;;;;;;;;;;;
770;210.608;3;4;48.073;11.610;2014.102;;;;;;;;;;;;;;;;;
771;112.300;3;4;48.074;11.609;2043.001;;;;;;;;;;;;;;;;;
772;495.600;3;4;48.070;11.604;1509.685;;;;;;;;;;;;;;;;;
773;150.813;3;4;48.068;11.604;1370.239;;;;;;;;;;;;;;;;;
774;148.710;3;4;48.069;11.603;1419.010;;;;;;;;;;;;;;;;;
775;162.430;3;4;48.069;11.601;1411.107;;;;;;;;;;;;;;;;;
776;238.801;3;4;48.070;11.602;1506.496;;;;;;;;;;;;;;;;;
777;381.732;3;4;48.070;11.601;1445.778;;;;;;;;;;;;;;;;;
778;140.178;3;4;48.069;11.603;1414.864;;;;;;;;;;;;;;;;;
779;173.495;3;4;48.070;11.604;1568.639;;;;;;;;;;;;;;;;;
780;291.736;3;4;48.069;11.602;1391.813;;;;;;;;;;;;;;;;;
781;57.057;3;4;48.070;11.604;1567.220;;;;;;;;;;;;;;;;;
782;108.026;3;4;48.071;11.604;1581.898;;;;;;;;;;;;;;;;;
783;175.760;3;4;48.071;11.603;1565.043;;;;;;;;;;;;;;;;;
784;152.395;3;4;48.071;11.605;1645.206;;;;;;;;;;;;;;;;;
785;141.134;3;4;48.069;11.602;1415.658;;;;;;;;;;;;;;;;;
786;177.154;3;4;48.070;11.603;1519.976;;;;;;;;;;;;;;;;;
787;191.996;3;4;48.069;11.604;1414.651;;;;;;;;;;;;;;;;;
788;163.122;3;4;48.070;11.604;1537.525;;;;;;;;;;;;;;;;;
789;150.692;3;4;48.068;11.604;1347.735;;;;;;;;;;;;;;;;;
790;140.159;3;4;48.070;11.604;1551.414;;;;;;;;;;;;;;;;;
791;222.439;3;4;48.069;11.604;1435.556;;;;;;;;;;;;;;;;;
792;164.245;3;4;48.069;11.601;1405.825;;;;;;;;;;;;;;;;;
793;275.217;3;4;48.069;11.602;1367.324;;;;;;;;;;;;;;;;;
794;174.227;3;4;48.070;11.601;1504.406;;;;;;;;;;;;;;;;;
795;125.638;3;4;48.070;11.602;1438.873;;;;;;;;;;;;;;;;;
796;214.736;3;4;48.069;11.601;1375.493;;;;;;;;;;;;;;;;;
797;176.932;3;4;48.069;11.601;1335.022;;;;;;;;;;;;;;;;;
798;122.171;3;4;48.069;11.602;1418.704;;;;;;;;;;;;;;;;;
799;270.675;3;4;48.069;11.601;1358.214;;;;;;;;;;;;;;;;;
800;121.070;3;3;48.071;11.604;1611.609;;;;;;;;;;;;;;;;;
801;77.806;3;4;48.070;11.601;1458.396;;;;;;;;;;;;;;;;;
802;58.729;3;4;48.070;11.601;1483.532;;;;;;;;;;;;;;;;;
803;169.566;3;4;48.069;11.601;1312.091;;;;;;;;;;;;;;;;;
804;145.174;3;4;48.070;11.603;1535.027;;;;;;;;;;;;;;;;;
805;119.203;3;4;48.070;11.605;1567.749;;;;;;;;;;;;;;;;;
806;174.664;3;4;48.070;11.602;1468.876;;;;;;;;;;;;;;;;;
807;137.379;3;4;48.071;11.604;1630.822;;;;;;;;;;;;;;;;;
808;140.161;3;4;48.069;11.604;1393.151;;;;;;;;;;;;;;;;;
809;111.830;3;4;48.071;11.605;1663.920;;;;;;;;;;;;;;;;;
810;67.114;3;4;48.070;11.603;1549.974;;;;;;;;;;;;;;;;;
811;102.553;3;4;48.071;11.605;1609.517;;;;;;;;;;;;;;;;;
812;194.659;3;4;48.070;11.603;1507.886;;;;;;;;;;;;;;;;;
813;330.204;3;4;48.069;11.602;1393.800;;;;;;;;;;;;;;;;;
814;355.892;3;4;48.071;11.604;1605.590;;;;;;;;;;;;;;;;;
815;203.794;3;4;48.069;11.601;1382.629;;;;;;;;;;;;;;;;;
816;142.937;3;3;48.070;11.602;1482.626;;;;;;;;;;;;;;;;;
817;157.932;3;4;48.074;11.608;2086.540;;;;;;;;;;;;;;;;;
818;82.984;3;4;48.074;11.608;2030.417;;;;;;;;;;;;;;;;;
819;179.286;3;4;48.075;11.607;2186.576;;;;;;;;;;;;;;;;;
820;146.776;3;4;48.074;11.608;2087.435;;;;;;;;;;;;;;;;;
821;92.853;3;4;48.073;11.607;1940.185;;;;;;;;;;;;;;;;;
822;205.560;3;4;48.074;11.608;2045.040;;;;;;;;;;;;;;;;;
823;350.124;3;4;48.075;11.608;2129.871;;;;;;;;;;;;;;;;;
824;194.816;3;4;48.074;11.608;2091.652;;;;;;;;;;;;;;;;;
825;256.789;3;4;48.073;11.607;1923.421;;;;;;;;;;;;;;;;;
826;152.005;3;4;48.073;11.607;1918.039;;;;;;;;;;;;;;;;;
827;87.863;3;4;48.075;11.607;2160.401;;;;;;;;;;;;;;;;;
828;118.458;3;4;48.076;11.608;2207.657;;;;;;;;;;;;;;;;;
829;231.498;3;4;48.075;11.608;2164.529;;;;;;;;;;;;;;;;;
830;188.288;3;4;48.075;11.608;2143.612;;;;;;;;;;;;;;;;;
831;477.842;3;4;48.070;11.615;1979.889;;;;;;;;;;;;;;;;;
832;91.946;3;4;48.065;11.627;2427.433;;;;;;;;;;;;;;;;;
833;186.434;3;3;48.077;11.609;2392.191;;;;;;;;;;;;;;;;;
834;77.802;3;2;48.078;11.607;2464.188;;;;;;;;;;;;;;;;;
835;250.010;3;3;48.078;11.609;2476.354;;;;;;;;;;;;;;;;;
836;249.754;3;3;48.079;11.609;2552.874;;;;;;;;;;;;;;;;;
837;189.790;3;3;48.076;11.610;2346.087;;;;;;;;;;;;;;;;;
838;186.520;3;2;48.077;11.609;2386.124;;;;;;;;;;;;;;;;;
839;77.802;3;2;48.078;11.607;2468.113;;;;;;;;;;;;;;;;;
840;249.913;3;3;48.078;11.608;2459.431;;;;;;;;;;;;;;;;;
841;186.434;3;3;48.077;11.609;2380.148;;;;;;;;;;;;;;;;;
842;77.802;3;2;48.078;11.607;2472.046;;;;;;;;;;;;;;;;;
843;201.452;3;3;48.076;11.610;2275.408;;;;;;;;;;;;;;;;;
844;207.312;3;3;48.078;11.608;2496.627;;;;;;;;;;;;;;;;;
845;207.256;3;3;48.078;11.608;2480.244;;;;;;;;;;;;;;;;;
846;189.787;3;3;48.076;11.609;2332.822;;;;;;;;;;;;;;;;;
847;77.731;3;3;48.078;11.607;2456.382;;;;;;;;;;;;;;;;;
848;249.994;3;2;48.078;11.609;2467.793;;;;;;;;;;;;;;;;;
849;77.746;3;2;48.078;11.607;2475.992;;;;;;;;;;;;;;;;;
850;249.769;3;3;48.079;11.608;2536.647;;;;;;;;;;;;;;;;;
851;201.361;3;2;48.076;11.610;2282.101;;;;;;;;;;;;;;;;;
852;189.745;3;2;48.076;11.610;2339.408;;;;;;;;;;;;;;;;;
853;77.746;3;2;48.078;11.607;2460.281;;;;;;;;;;;;;;;;;
854;77.731;3;3;48.078;11.608;2479.947;;;;;;;;;;;;;;;;;
855;249.795;3;2;48.079;11.609;2544.664;;;;;;;;;;;;;;;;;
856;200.414;3;3;48.076;11.610;2288.877;;;;;;;;;;;;;;;;;
857;284.439;3;4;48.073;11.608;1942.754;;;;;;;;;;;;;;;;;
858;163.195;3;4;48.073;11.608;1961.996;;;;;;;;;;;;;;;;;
859;257.119;3;4;48.072;11.609;1890.481;;;;;;;;;;;;;;;;;
860;587.595;3;4;48.073;11.608;1936.876;;;;;;;;;;;;;;;;;
861;134.160;3;4;48.073;11.608;1954.460;;;;;;;;;;;;;;;;;
862;69.426;3;4;48.062;11.628;2379.733;;;;;;;;;;;;;;;;;
863;69.339;3;3;48.063;11.628;2386.825;;;;;;;;;;;;;;;;;
864;92.916;3;3;48.062;11.628;2380.302;;;;;;;;;;;;;;;;;
865;69.460;3;3;48.063;11.628;2374.160;;;;;;;;;;;;;;;;;
866;80.703;3;3;48.062;11.628;2318.125;;;;;;;;;;;;;;;;;
867;78.190;3;3;48.062;11.627;2289.817;;;;;;;;;;;;;;;;;
868;92.887;3;3;48.062;11.629;2397.359;;;;;;;;;;;;;;;;;
869;77.917;3;3;48.062;11.628;2363.053;;;;;;;;;;;;;;;;;
870;97.361;3;3;48.062;11.628;2359.846;;;;;;;;;;;;;;;;;
871;69.385;3;3;48.062;11.628;2366.807;;;;;;;;;;;;;;;;;
872;69.385;3;3;48.062;11.628;2347.609;;;;;;;;;;;;;;;;;
873;97.409;3;3;48.062;11.628;2376.200;;;;;;;;;;;;;;;;;
874;59.965;3;3;48.062;11.628;2307.463;;;;;;;;;;;;;;;;;
875;83.580;3;3;48.062;11.628;2337.044;;;;;;;;;;;;;;;;;
876;81.064;3;3;48.062;11.628;2324.303;;;;;;;;;;;;;;;;;
877;78.200;3;2;48.062;11.627;2293.840;;;;;;;;;;;;;;;;;
878;83.507;3;3;48.062;11.628;2343.256;;;;;;;;;;;;;;;;;
879;90.472;3;3;48.062;11.629;2391.323;;;;;;;;;;;;;;;;;
880;97.361;3;3;48.062;11.628;2384.253;;;;;;;;;;;;;;;;;
881;97.361;3;3;48.062;11.628;2361.906;;;;;;;;;;;;;;;;;
882;90.620;3;3;48.062;11.628;2374.269;;;;;;;;;;;;;;;;;
883;69.419;3;3;48.063;11.628;2367.910;;;;;;;;;;;;;;;;;
884;97.361;3;3;48.062;11.628;2382.173;;;;;;;;;;;;;;;;;
885;97.361;3;3;48.062;11.628;2378.229;;;;;;;;;;;;;;;;;
886;116.735;3;4;48.061;11.627;2268.562;;;;;;;;;;;;;;;;;
887;61.175;3;4;48.061;11.629;2380.112;;;;;;;;;;;;;;;;;
888;78.011;3;3;48.062;11.628;2356.857;;;;;;;;;;;;;;;;;
889;69.385;3;3;48.062;11.628;2360.764;;;;;;;;;;;;;;;;;
890;69.431;3;3;48.063;11.628;2393.087;;;;;;;;;;;;;;;;;
891;69.385;3;3;48.062;11.628;2341.582;;;;;;;;;;;;;;;;;
892;59.414;3;3;48.062;11.627;2302.190;;;;;;;;;;;;;;;;;
893;68.041;3;3;48.062;11.627;2298.116;;;;;;;;;;;;;;;;;
894;62.688;3;2;48.060;11.629;2386.282;;;;;;;;;;;;;;;;;
895;78.327;3;3;48.062;11.627;2303.897;;;;;;;;;;;;;;;;;
896;286.789;3;3;48.061;11.628;2336.821;;;;;;;;;;;;;;;;;
897;75.472;3;3;48.062;11.626;2222.911;;;;;;;;;;;;;;;;;
898;72.459;3;3;48.063;11.626;2202.806;;;;;;;;;;;;;;;;;
899;63.963;3;2;48.062;11.626;2239.289;;;;;;;;;;;;;;;;;
900;78.327;3;2;48.062;11.627;2308.364;;;;;;;;;;;;;;;;;
901;64.470;3;2;48.062;11.628;2350.542;;;;;;;;;;;;;;;;;
902;63.923;3;2;48.062;11.626;2233.368;;;;;;;;;;;;;;;;;
903;98.263;3;3;48.062;11.626;2171.467;;;;;;;;;;;;;;;;;
904;67.115;3;2;48.063;11.626;2228.307;;;;;;;;;;;;;;;;;
905;62.623;3;3;48.063;11.627;2264.656;;;;;;;;;;;;;;;;;
906;62.655;3;2;48.063;11.626;2258.711;;;;;;;;;;;;;;;;;
907;64.491;3;2;48.062;11.628;2344.884;;;;;;;;;;;;;;;;;
908;290.645;3;3;48.061;11.628;2297.383;;;;;;;;;;;;;;;;;
909;72.460;3;3;48.062;11.626;2183.114;;;;;;;;;;;;;;;;;
910;75.503;3;3;48.062;11.626;2229.794;;;;;;;;;;;;;;;;;
911;64.007;3;3;48.062;11.626;2245.211;;;;;;;;;;;;;;;;;
912;60.399;3;2;48.063;11.626;2234.207;;;;;;;;;;;;;;;;;
913;78.259;3;3;48.062;11.628;2321.835;;;;;;;;;;;;;;;;;
914;63.963;3;3;48.062;11.626;2215.625;;;;;;;;;;;;;;;;;
915;85.127;3;3;48.062;11.627;2298.269;;;;;;;;;;;;;;;;;
916;66.488;3;2;48.062;11.626;2209.499;;;;;;;;;;;;;;;;;
917;64.421;3;3;48.062;11.628;2356.205;;;;;;;;;;;;;;;;;
918;85.153;3;3;48.062;11.627;2303.655;;;;;;;;;;;;;;;;;
919;98.229;3;3;48.062;11.626;2180.260;;;;;;;;;;;;;;;;;
920;75.545;3;3;48.062;11.626;2205.703;;;;;;;;;;;;;;;;;
921;286.873;3;3;48.061;11.628;2340.254;;;;;;;;;;;;;;;;;
922;75.503;3;3;48.062;11.626;2198.829;;;;;;;;;;;;;;;;;
923;66.520;3;3;48.062;11.626;2203.367;;;;;;;;;;;;;;;;;
924;78.327;3;2;48.062;11.627;2312.840;;;;;;;;;;;;;;;;;
925;63.995;3;2;48.062;11.626;2227.450;;;;;;;;;;;;;;;;;
926;78.327;3;2;48.062;11.627;2317.332;;;;;;;;;;;;;;;;;
927;95.748;3;3;48.063;11.626;2220.773;;;;;;;;;;;;;;;;;
928;63.896;3;2;48.062;11.626;2221.535;;;;;;;;;;;;;;;;;
929;67.564;3;3;48.063;11.626;2240.133;;;;;;;;;;;;;;;;;
930;66.488;3;3;48.062;11.626;2215.632;;;;;;;;;;;;;;;;;
931;64.491;3;3;48.062;11.628;2339.229;;;;;;;;;;;;;;;;;
932;62.651;3;3;48.063;11.626;2252.770;;;;;;;;;;;;;;;;;
933;290.640;3;3;48.061;11.628;2315.490;;;;;;;;;;;;;;;;;
934;71.579;3;2;48.062;11.626;2191.450;;;;;;;;;;;;;;;;;
935;70.646;3;2;48.062;11.626;2194.416;;;;;;;;;;;;;;;;;
936;71.608;3;2;48.062;11.626;2190.079;;;;;;;;;;;;;;;;;
937;72.567;3;2;48.063;11.626;2199.698;;;;;;;;;;;;;;;;;
938;71.802;3;2;48.062;11.626;2186.038;;;;;;;;;;;;;;;;;
939;71.802;3;2;48.062;11.626;2187.129;;;;;;;;;;;;;;;;;
940;65.240;3;2;48.062;11.626;2195.461;;;;;;;;;;;;;;;;;
941;72.615;3;2;48.063;11.626;2198.374;;;;;;;;;;;;;;;;;
942;229.792;3;3;48.061;11.629;2380.058;;;;;;;;;;;;;;;;;
943;144.464;3;3;48.064;11.629;2489.246;;;;;;;;;;;;;;;;;
944;57.564;3;2;48.061;11.629;2401.464;;;;;;;;;;;;;;;;;
945;172.799;3;3;48.071;11.608;1759.435;;;;;;;;;;;;;;;;;
946;166.119;3;4;48.072;11.607;1808.601;;;;;;;;;;;;;;;;;
947;172.799;3;3;48.071;11.607;1754.485;;;;;;;;;;;;;;;;;
948;171.036;3;3;48.071;11.607;1744.122;;;;;;;;;;;;;;;;;
949;169.280;3;3;48.071;11.607;1752.146;;;;;;;;;;;;;;;;;
950;176.817;3;3;48.072;11.607;1827.776;;;;;;;;;;;;;;;;;
951;201.471;3;3;48.072;11.608;1813.265;;;;;;;;;;;;;;;;;
952;167.982;3;3;48.072;11.608;1841.525;;;;;;;;;;;;;;;;;
953;178.379;3;3;48.072;11.607;1804.719;;;;;;;;;;;;;;;;;
954;192.826;3;2;48.072;11.607;1778.377;;;;;;;;;;;;;;;;;
955;193.901;3;3;48.072;11.607;1769.982;;;;;;;;;;;;;;;;;
956;194.655;3;3;48.072;11.608;1783.697;;;;;;;;;;;;;;;;;
957;137.174;3;4;48.078;11.604;2340.185;;;;;;;;;;;;;;;;;
958;235.430;3;4;48.078;11.604;2344.576;;;;;;;;;;;;;;;;;
959;170.862;3;2;48.078;11.605;2448.556;;;;;;;;;;;;;;;;;
960;133.589;3;4;48.078;11.604;2396.651;;;;;;;;;;;;;;;;;
961;219.774;3;4;48.078;11.604;2362.891;;;;;;;;;;;;;;;;;
962;123.674;3;4;48.077;11.604;2307.446;;;;;;;;;;;;;;;;;
963;274.976;3;4;48.078;11.604;2430.719;;;;;;;;;;;;;;;;;
964;63.402;3;4;48.078;11.605;2353.579;;;;;;;;;;;;;;;;;
965;209.674;3;4;48.077;11.605;2339.610;;;;;;;;;;;;;;;;;
966;172.200;3;3;48.078;11.605;2440.164;;;;;;;;;;;;;;;;;
967;82.199;3;4;48.081;11.603;2694.729;;;;;;;;;;;;;;;;;
968;137.902;3;4;48.078;11.604;2413.168;;;;;;;;;;;;;;;;;
969;180.440;3;2;48.079;11.605;2456.556;;;;;;;;;;;;;;;;;
970;80.620;3;4;48.078;11.604;2408.538;;;;;;;;;;;;;;;;;
971;168.509;3;3;48.079;11.605;2464.911;;;;;;;;;;;;;;;;;
972;107.699;3;4;48.077;11.604;2328.222;;;;;;;;;;;;;;;;;
973;116.744;3;4;48.079;11.604;2453.693;;;;;;;;;;;;;;;;;
974;182.032;3;4;48.075;11.609;2137.782;;;;;;;;;;;;;;;;;
975;89.603;3;4;48.075;11.608;2202.783;;;;;;;;;;;;;;;;;
976;69.504;3;4;48.075;11.609;2178.197;;;;;;;;;;;;;;;;;
977;139.013;3;4;48.076;11.606;2183.038;;;;;;;;;;;;;;;;;
978;122.438;3;4;48.076;11.609;2232.031;;;;;;;;;;;;;;;;;
979;137.931;3;4;48.075;11.609;2158.690;;;;;;;;;;;;;;;;;
980;133.825;3;4;48.075;11.609;2197.225;;;;;;;;;;;;;;;;;
981;213.309;3;4;48.076;11.609;2218.194;;;;;;;;;;;;;;;;;
982;148.204;3;3;48.075;11.608;2132.772;;;;;;;;;;;;;;;;;
983;144.241;3;4;48.076;11.609;2226.762;;;;;;;;;;;;;;;;;
984;102.694;3;4;48.076;11.606;2175.401;;;;;;;;;;;;;;;;;
985;143.793;3;4;48.076;11.606;2171.465;;;;;;;;;;;;;;;;;
986;90.882;3;4;48.076;11.606;2169.292;;;;;;;;;;;;;;;;;
987;201.863;3;4;48.077;11.605;2274.635;;;;;;;;;;;;;;;;;
988;313.251;3;4;48.077;11.605;2262.117;;;;;;;;;;;;;;;;;
989;86.119;3;4;48.075;11.608;2184.662;;;;;;;;;;;;;;;;;
990;128.226;3;4;48.076;11.608;2223.865;;;;;;;;;;;;;;;;;
991;117.337;3;4;48.076;11.606;2148.444;;;;;;;;;;;;;;;;;
992;223.015;3;4;48.076;11.608;2226.421;;;;;;;;;;;;;;;;;
993;208.935;3;4;48.076;11.605;2227.708;;;;;;;;;;;;;;;;;
994;155.952;3;4;48.077;11.605;2295.911;;;;;;;;;;;;;;;;;
995;130.943;3;4;48.077;11.604;2251.489;;;;;;;;;;;;;;;;;
996;253.948;3;4;48.077;11.605;2294.805;;;;;;;;;;;;;;;;;
997;101.479;3;4;48.077;11.604;2276.363;;;;;;;;;;;;;;;;;
998;387.290;3;4;48.076;11.603;2200.247;;;;;;;;;;;;;;;;;
999;82.695;3;4;48.077;11.603;2209.263;;;;;;;;;;;;;;;;;
1000;80.070;3;4;48.079;11.602;2466.297;;;;;;;;;;;;;;;;;
1001;638.915;3;4;48.076;11.604;2170.750;;;;;;;;;;;;;;;;;
1002;171.452;3;4;48.077;11.604;2249.439;;;;;;;;;;;;;;;;;
1003;342.860;3;4;48.076;11.604;2189.861;;;;;;;;;;;;;;;;;
1004;171.961;3;4;48.077;11.604;2219.034;;;;;;;;;;;;;;;;;
1005;185.642;3;4;48.077;11.603;2232.120;;;;;;;;;;;;;;;;;
1006;124.333;3;4;48.077;11.604;2277.644;;;;;;;;;;;;;;;;;
1007;213.905;3;4;48.077;11.604;2256.331;;;;;;;;;;;;;;;;;
1008;457.244;2;4;48.074;11.605;1963.429;;;;;;;;;;;;;;;;;
1009;142.863;3;4;48.075;11.603;2010.829;;;;;;;;;;;;;;;;;
